StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,sesimw1,sesimw2,sesimw3,sesimw4,sesimw5,sesimw6,sesimw7,sesimw8,sesimw9,sesimw10,sesimw11,sesimw12,sesimw13,sesimw14,sesimw15,sesimw16,sesimw17,sesimw18,sesimw19,sesimw20,sesimw21,sesimw22,sesimw23,sesimw24,sesimw25,sesimw26,sesimw27,sesimw28,sesimw29,sesimw30
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_0NFTgFXd5wMQHxb,,,,,48.4992981,-123.4002991,test,,2,3,1,1,2,1,1,1,4,4,4,2,1,2,2,4,3,3,3,4,3,2,1,3,2,3,3,1,1,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_b2uedMKdP0BL2rH,,,,,48.4992981,-123.4002991,test,,1,2,2,1,3,3,3,3,4,1,4,2,3,1,4,1,2,4,4,4,2,3,2,3,1,3,2,4,3,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_2gmqW2Ia6XgFX4p,,,,,48.4992981,-123.4002991,test,,3,1,3,3,2,2,3,1,1,4,3,3,3,2,3,3,4,4,1,4,2,2,1,2,4,1,3,3,3,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_5hztDT3Epya8xNj,,,,,48.4992981,-123.4002991,test,,3,4,4,2,1,1,3,3,2,1,1,4,2,2,2,1,4,3,3,3,2,1,3,4,2,4,1,2,3,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_b8GKoFtEjKVCdlH,,,,,48.4992981,-123.4002991,test,,2,2,3,2,2,3,2,2,2,1,2,4,4,3,3,1,2,3,1,2,2,3,3,2,2,4,4,4,2,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_9tslP90B4Fal3uJ,,,,,48.4992981,-123.4002991,test,,4,1,2,2,3,1,4,3,2,1,1,2,3,1,3,1,4,4,2,1,1,2,2,4,3,1,3,1,2,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_249sMLDrajiCYhT,,,,,48.4992981,-123.4002991,test,,3,3,4,3,1,4,3,4,1,2,1,1,2,3,1,1,2,1,2,1,1,4,1,2,3,4,1,1,1,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_a30g19ym2FNOn6B,,,,,48.4992981,-123.4002991,test,,3,2,3,1,3,4,3,1,3,3,4,2,1,1,3,3,3,4,4,3,1,3,3,2,1,4,3,1,1,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_bP24cfajQAX6We9,,,,,48.4992981,-123.4002991,test,,1,4,1,2,3,1,3,4,3,4,3,4,2,4,4,2,3,1,2,2,1,1,1,1,4,1,4,3,1,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_9Gh3pbAyF54H9lj,,,,,48.4992981,-123.4002991,test,,4,3,2,2,2,3,3,3,3,2,3,2,1,1,2,3,3,1,2,1,2,2,2,4,3,4,1,4,4,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_9BluLW88B63sWgZ,,,,,48.4992981,-123.4002991,test,,4,1,1,2,4,2,2,3,4,4,4,3,2,1,2,4,2,2,2,1,3,2,4,4,2,4,1,2,4,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_4MwvVEWzi0s0sf3,,,,,48.4992981,-123.4002991,test,,4,2,4,1,4,1,2,2,2,2,1,4,2,1,1,3,3,2,3,3,1,1,1,4,4,2,2,2,2,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_1CefgVQ5bthxgRn,,,,,48.4992981,-123.4002991,test,,4,2,2,4,3,4,1,4,4,4,1,4,3,4,1,3,4,4,3,3,2,3,4,4,1,3,4,2,4,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_00tDOTgchn70rLT,,,,,48.4992981,-123.4002991,test,,2,1,1,2,1,1,3,4,4,2,1,1,3,2,4,4,3,3,3,2,2,2,3,2,3,3,2,4,3,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_d07JOTxM27RIQ61,,,,,48.4992981,-123.4002991,test,,3,4,3,2,4,4,1,4,4,1,3,3,1,4,1,2,4,4,3,4,4,2,2,2,2,2,3,2,3,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_bjtQmG4j9q662S9,,,,,48.4992981,-123.4002991,test,,2,4,4,2,1,1,3,2,4,4,1,1,2,4,1,2,4,3,4,3,3,3,3,1,2,3,1,3,3,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_8zVExYHBiAV3ASV,,,,,48.4992981,-123.4002991,test,,3,1,3,2,2,4,2,4,4,2,1,4,1,2,4,2,1,3,1,2,4,4,2,2,4,1,3,3,2,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_8kTlqfZEfuhqXf7,,,,,48.4992981,-123.4002991,test,,4,2,2,4,3,3,3,1,1,2,3,3,2,2,1,3,2,2,4,4,2,3,4,3,4,1,3,2,1,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_2fQsTVPQVCpL0C9,,,,,48.4992981,-123.4002991,test,,4,4,3,1,2,3,2,3,2,1,1,1,3,4,4,2,3,4,2,3,2,2,1,4,2,1,3,3,3,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_8ddV64L4Wp8GGHP,,,,,48.4992981,-123.4002991,test,,2,2,3,4,3,3,1,4,1,2,4,3,4,1,2,3,1,1,1,3,1,3,3,4,4,1,4,2,3,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_aahHWATIi468bzf,,,,,48.4992981,-123.4002991,test,,3,1,4,1,4,2,4,1,4,3,4,3,3,2,2,2,2,2,3,4,1,2,1,4,2,1,1,3,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_4I2LZot4VwFyPhH,,,,,48.4992981,-123.4002991,test,,4,1,2,1,1,1,4,2,4,3,3,1,1,2,1,3,4,2,1,3,4,4,2,1,1,2,2,4,3,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_3r3dbhQ77cnS0q9,,,,,48.4992981,-123.4002991,test,,3,1,2,4,3,4,2,4,1,2,1,2,3,1,4,3,4,2,1,1,1,3,2,1,2,4,3,1,1,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_1zVP9OKViAkCW1v,,,,,48.4992981,-123.4002991,test,,3,2,2,3,2,3,2,3,3,2,2,3,2,3,4,2,3,1,4,3,4,2,4,2,2,1,4,4,2,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_aW8GgfRvVc5Z04R,,,,,48.4992981,-123.4002991,test,,2,3,2,3,3,2,3,4,3,2,3,2,1,4,4,1,2,3,4,3,2,4,2,1,3,2,2,2,3,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_7aotrkyokY3yZ9j,,,,,48.4992981,-123.4002991,test,,2,4,3,3,4,1,1,1,1,2,3,1,3,1,4,1,3,2,4,2,2,4,1,3,3,3,4,2,1,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_3mG58FfzucINpUF,,,,,48.4992981,-123.4002991,test,,3,4,3,4,4,1,4,4,4,4,1,4,2,3,3,4,3,3,4,1,1,2,4,3,1,1,3,3,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_72HZ9Y7HYjdepJb,,,,,48.4992981,-123.4002991,test,,2,3,4,3,4,2,4,3,3,1,3,2,4,4,2,2,1,2,3,3,1,2,2,2,1,1,4,2,1,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_cvUYD4qK42DPw33,,,,,48.4992981,-123.4002991,test,,1,2,1,1,3,2,2,2,3,2,3,1,3,1,4,1,2,3,3,2,1,3,1,3,1,3,4,2,3,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_0x4Xdz2tjYI7t4x,,,,,48.4992981,-123.4002991,test,,3,2,4,3,1,4,1,4,3,2,1,3,1,2,1,4,4,3,1,3,4,4,1,4,3,3,2,3,3,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_dmp3wt7SO2baR9P,,,,,48.4992981,-123.4002991,test,,2,1,2,4,4,2,4,3,1,2,4,1,1,3,4,1,4,4,1,4,3,4,1,1,4,4,3,3,2,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_8tVH9OoCyFd5Nt3,,,,,48.4992981,-123.4002991,test,,4,3,2,3,2,2,3,3,2,2,1,2,4,4,1,3,2,3,1,4,3,2,3,2,4,1,1,4,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_3kgFiMHx6MpYYOp,,,,,48.4992981,-123.4002991,test,,2,2,3,3,3,4,1,3,1,1,1,3,3,2,1,3,3,3,4,4,1,1,4,3,1,3,1,3,4,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_dbzD70zYPRivpK5,,,,,48.4992981,-123.4002991,test,,1,4,2,3,4,2,1,4,1,1,2,3,3,4,4,2,3,1,3,2,4,2,3,2,1,4,3,2,1,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_1Z8Pxw21Pwuj2hD,,,,,48.4992981,-123.4002991,test,,4,3,3,3,1,1,1,3,3,1,2,2,2,3,2,3,4,1,4,4,2,1,4,4,1,4,1,4,3,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_4TQxweELn0zP0ZT,,,,,48.4992981,-123.4002991,test,,4,2,1,1,1,1,4,2,1,4,2,2,3,4,1,4,1,2,1,1,1,1,2,4,2,1,2,4,2,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_882TA7DwrHe7oqx,,,,,48.4992981,-123.4002991,test,,1,1,4,3,2,3,4,4,1,4,3,2,3,1,3,4,4,1,1,4,4,1,1,3,2,2,1,3,2,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_8ku7IZqhV09vzc9,,,,,48.4992981,-123.4002991,test,,3,3,2,3,3,1,4,4,1,1,2,2,1,1,2,1,1,3,3,2,1,3,3,3,4,3,4,4,1,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_0CnpwUPb9OkD2pT,,,,,48.4992981,-123.4002991,test,,4,2,4,4,3,2,4,2,3,3,1,2,3,3,4,1,3,1,4,2,4,3,1,3,4,3,3,2,3,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_08MJDVgORn0pvw1,,,,,48.4992981,-123.4002991,test,,2,2,3,2,4,1,2,2,3,3,2,3,4,4,3,3,3,4,1,3,3,1,3,4,1,2,3,2,3,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_cI6l6lfToyYDgwd,,,,,48.4992981,-123.4002991,test,,4,1,3,2,1,2,3,3,2,2,1,2,1,2,4,3,2,2,4,3,3,4,1,3,1,2,3,3,3,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_eJAaXmdBxdwShO5,,,,,48.4992981,-123.4002991,test,,4,3,1,3,2,4,2,3,4,4,2,2,1,2,1,2,2,3,1,4,2,2,2,4,3,4,3,2,2,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_1HuMsrTYplgNTN3,,,,,48.4992981,-123.4002991,test,,3,2,2,3,3,4,4,3,3,2,2,2,3,1,2,4,3,2,3,3,4,1,1,4,3,3,1,4,3,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_a315hKhVrPcaTDT,,,,,48.4992981,-123.4002991,test,,4,4,2,4,2,3,4,4,3,2,4,1,2,3,1,4,4,1,2,3,4,3,1,4,2,4,3,2,3,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_eg2S2sXlwaMOT9r,,,,,48.4992981,-123.4002991,test,,1,3,3,2,2,2,3,4,4,2,3,1,3,4,3,4,1,3,4,1,3,3,2,4,3,2,1,3,2,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_6hFgGBqm49G7Jsh,,,,,48.4992981,-123.4002991,test,,1,4,3,4,1,3,4,2,3,1,2,2,2,2,3,3,2,3,1,4,1,3,3,2,2,3,4,2,1,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_3DvMMOP2DCUjC5v,,,,,48.4992981,-123.4002991,test,,3,3,3,1,1,3,4,1,1,4,4,3,1,1,2,4,1,1,4,3,3,4,4,1,3,2,4,3,3,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,1,1,2019-07-12 9:16,R_6ScP2T6yUkWdMm9,,,,,48.4992981,-123.4002991,test,,2,2,2,2,2,3,1,2,2,1,2,1,4,3,3,1,3,1,4,2,3,2,2,3,4,4,3,2,3,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_08mJOM6nZsnHjpz,,,,,48.4992981,-123.4002991,test,,2,1,2,3,4,4,4,1,3,3,4,2,3,3,2,4,2,2,4,3,4,2,3,4,1,4,1,1,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_3KSgX3unCp73uO9,,,,,48.4992981,-123.4002991,test,,2,2,1,1,1,1,3,1,3,2,1,1,4,2,2,3,1,3,1,3,2,1,3,2,3,4,1,3,2,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_cT3xsPQwr3KxY2N,,,,,48.4992981,-123.4002991,test,,1,1,4,1,3,3,1,3,4,4,4,4,4,3,3,2,1,1,4,1,2,4,1,2,4,2,1,2,4,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_aWBlnI6bADsKhQ9,,,,,48.4992981,-123.4002991,test,,4,1,2,4,4,3,3,1,3,2,4,4,2,4,3,4,3,4,2,4,4,1,1,4,2,1,4,1,1,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_1S8yJBSqjSIDCzX,,,,,48.4992981,-123.4002991,test,,1,2,2,1,1,1,3,2,4,2,1,4,2,1,1,4,2,4,2,2,1,4,3,2,1,2,1,4,1,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_4MjFqxq2DVp3oGN,,,,,48.4992981,-123.4002991,test,,3,1,3,2,4,4,1,1,1,3,4,4,4,3,4,4,1,2,4,1,4,2,4,4,1,1,2,4,1,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_8oGRwUaCaIMTuW9,,,,,48.4992981,-123.4002991,test,,2,1,3,4,3,4,1,1,2,4,4,1,1,2,2,3,1,3,4,3,2,1,1,1,1,4,1,1,3,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_6zd55LlUxFBfMS9,,,,,48.4992981,-123.4002991,test,,4,2,4,4,2,2,1,2,3,3,2,3,4,4,4,2,4,3,4,2,4,4,1,4,2,2,1,2,1,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_09F42EW4w4HtYnb,,,,,48.4992981,-123.4002991,test,,1,3,2,2,2,2,2,3,4,4,1,3,4,2,4,3,4,4,1,1,1,1,1,1,4,1,1,3,3,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_3lqvWmA5hftoUkJ,,,,,48.4992981,-123.4002991,test,,4,1,2,4,1,3,2,4,3,4,1,4,3,2,4,3,1,3,3,1,3,4,2,1,3,3,2,2,1,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_1Y6HaIfzSnfIMGV,,,,,48.4992981,-123.4002991,test,,1,2,2,3,4,1,1,3,3,2,1,2,4,4,1,4,1,1,1,3,1,1,1,2,2,3,1,3,2,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_4HnLXNtK1o88FUx,,,,,48.4992981,-123.4002991,test,,2,2,2,1,1,2,4,1,3,1,4,3,1,1,3,1,4,4,4,2,2,3,1,3,2,1,2,3,3,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_cIkKnST9OQW4AWV,,,,,48.4992981,-123.4002991,test,,3,3,4,1,1,3,2,3,1,1,1,2,2,3,3,1,4,4,3,2,4,2,4,2,4,4,3,4,2,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_0xlyJGzC3mKtaUB,,,,,48.4992981,-123.4002991,test,,4,2,2,4,1,2,4,1,1,3,1,1,1,2,3,2,2,1,2,1,3,1,1,3,2,3,1,1,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_2fraZywyBEBH7PD,,,,,48.4992981,-123.4002991,test,,2,1,2,1,1,4,3,4,2,4,3,2,4,2,4,2,1,1,2,1,1,2,4,1,1,4,3,2,4,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_4Uuqv65Y2deqrmB,,,,,48.4992981,-123.4002991,test,,1,3,1,1,4,3,1,4,3,2,1,3,2,4,1,4,2,2,2,2,2,3,4,4,3,1,1,1,2,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_8qRGr2vQibIbxfD,,,,,48.4992981,-123.4002991,test,,3,2,4,4,3,1,1,1,1,4,1,2,2,3,4,4,3,3,2,3,1,1,2,3,3,2,2,1,4,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_3wpwh0BU93DXgWh,,,,,48.4992981,-123.4002991,test,,1,3,3,4,2,3,1,4,3,2,4,3,3,3,2,4,2,4,2,3,1,2,3,2,1,4,4,1,4,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_0ArmfTP8yrK3Hdr,,,,,48.4992981,-123.4002991,test,,3,3,3,1,4,3,4,1,4,1,1,1,3,1,2,2,3,2,3,2,4,3,4,1,1,3,1,1,1,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_e9bicAWETXLbizr,,,,,48.4992981,-123.4002991,test,,3,3,4,4,1,2,3,4,4,4,2,3,3,4,1,1,1,1,2,1,4,1,2,2,3,1,3,2,4,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_6nGBQhBSMsCGhNz,,,,,48.4992981,-123.4002991,test,,4,3,2,4,2,3,3,2,2,3,3,1,3,4,2,1,3,1,3,1,4,4,3,3,4,3,4,1,4,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_bx4SdL5Ml8yZ5Cl,,,,,48.4992981,-123.4002991,test,,3,4,4,1,1,1,1,3,3,1,4,3,3,4,2,3,4,1,4,3,4,4,3,1,4,2,2,2,1,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_1Ht9lre3Z9mrhTn,,,,,48.4992981,-123.4002991,test,,2,1,4,4,3,4,2,2,4,3,4,3,2,4,1,3,1,3,1,3,1,3,1,4,1,2,2,1,3,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_81yuXuNy8AxQ6s5,,,,,48.4992981,-123.4002991,test,,1,3,4,4,4,2,2,4,1,2,3,1,1,4,4,2,3,4,3,3,3,2,1,2,4,3,4,2,3,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,1,1,2019-07-12 9:16,R_ewy5YiSAQHibLff,,,,,48.4992981,-123.4002991,test,,1,4,2,4,1,1,2,3,2,4,1,4,1,2,2,4,4,4,4,2,1,2,2,2,3,2,4,3,3,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_4YgGyaHRs6JP5bv,,,,,48.4992981,-123.4002991,test,,1,1,2,3,3,1,1,3,3,3,4,1,2,4,2,4,2,1,3,3,2,1,3,4,2,1,3,1,1,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_b42LfKTbspa1Sct,,,,,48.4992981,-123.4002991,test,,4,3,2,2,4,4,4,2,1,3,1,2,3,3,3,4,2,1,1,1,2,3,4,3,4,2,1,1,4,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_51juXnh5EdwFKLz,,,,,48.4992981,-123.4002991,test,,4,4,3,3,1,4,3,2,4,1,1,1,1,1,4,1,2,1,4,1,1,2,3,4,4,2,3,1,4,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_6VHWkUtB2f9fZjf,,,,,48.4992981,-123.4002991,test,,3,2,3,4,2,3,2,2,1,1,1,3,4,3,3,3,1,2,1,2,1,3,2,2,3,4,4,2,3,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_5gOzRcWZMmpb3IF,,,,,48.4992981,-123.4002991,test,,2,2,1,2,2,2,3,4,1,1,2,2,3,2,1,2,2,2,4,2,3,2,3,1,2,4,4,3,1,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_6s3FNUN8M5nK1CZ,,,,,48.4992981,-123.4002991,test,,3,4,4,3,4,2,2,2,2,3,1,3,2,4,4,1,3,2,2,1,3,3,4,4,2,3,2,4,3,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_e4e8FtbitrHC51z,,,,,48.4992981,-123.4002991,test,,1,1,3,4,1,3,1,1,2,1,1,4,2,3,4,4,3,4,1,1,1,3,2,2,3,1,3,1,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_3gw6yi1WBKxiBhz,,,,,48.4992981,-123.4002991,test,,3,3,2,1,2,1,4,4,3,2,1,2,3,3,2,3,2,4,1,2,3,1,3,2,3,1,3,1,3,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_71bFRhS2xx9NaLz,,,,,48.4992981,-123.4002991,test,,3,2,4,3,4,2,3,3,2,1,1,3,2,2,2,4,4,1,2,1,3,2,2,3,1,2,4,2,4,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_4H3DFNo0HUqsgxn,,,,,48.4992981,-123.4002991,test,,1,1,3,3,2,3,1,1,3,3,4,3,3,4,1,3,3,4,4,1,4,4,2,1,2,3,1,1,1,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_2bPyzsJYgxJD1Xf,,,,,48.4992981,-123.4002991,test,,3,2,1,1,2,3,3,4,4,1,2,3,1,4,1,4,1,4,4,3,3,4,1,1,3,2,3,1,1,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_elF8RhB7cOxRmAt,,,,,48.4992981,-123.4002991,test,,4,2,1,1,4,4,3,4,2,2,4,3,4,3,2,3,4,2,2,1,2,4,4,4,4,2,2,4,1,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_eaHX15FBNRfyluZ,,,,,48.4992981,-123.4002991,test,,1,3,3,4,3,2,2,2,2,3,1,3,1,1,4,1,4,1,1,3,4,2,1,2,1,2,2,4,4,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_3lzfA00S64MaGTH,,,,,48.4992981,-123.4002991,test,,1,4,2,1,1,1,2,2,2,3,4,3,2,2,1,2,1,3,1,2,1,2,4,2,3,2,4,4,1,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_eKVVenvlsRxfybH,,,,,48.4992981,-123.4002991,test,,1,4,4,1,1,1,1,2,4,1,3,2,1,1,1,1,2,2,2,2,1,2,4,4,3,2,2,2,1,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_9uTac9k2mrSxCfz,,,,,48.4992981,-123.4002991,test,,4,2,4,2,2,4,3,4,3,2,2,1,4,1,2,3,1,4,2,2,3,3,4,1,2,1,4,2,2,4
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_d5rODQ6gvHqnB41,,,,,48.4992981,-123.4002991,test,,1,2,1,1,3,3,4,3,2,3,4,2,2,3,1,4,4,1,1,1,4,1,2,3,4,1,2,2,2,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_ebUMkgPayxV5GL3,,,,,48.4992981,-123.4002991,test,,3,3,3,2,3,3,1,3,1,4,3,4,2,4,2,4,2,3,4,2,4,1,1,1,1,3,2,1,4,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_9ZjaoGUTg6ZkX89,,,,,48.4992981,-123.4002991,test,,2,4,3,2,3,3,4,4,4,1,2,2,4,4,2,3,4,2,1,1,4,3,1,1,4,4,1,2,2,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_8B0Hi80pEhTYpXT,,,,,48.4992981,-123.4002991,test,,3,3,2,3,1,4,2,1,2,2,4,4,3,3,1,3,2,3,3,4,4,2,3,2,4,4,3,3,2,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_0HZBT9PPYhLIrel,,,,,48.4992981,-123.4002991,test,,4,4,2,1,4,4,3,1,1,3,3,1,3,4,3,3,1,1,2,1,1,3,4,1,1,1,2,3,3,3
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_6QewPtxHNRyaJxP,,,,,48.4992981,-123.4002991,test,,1,2,1,3,4,4,4,4,1,4,4,3,4,3,1,1,4,2,4,4,1,3,1,3,4,4,2,4,4,1
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_diipH5WsYyUc8IJ,,,,,48.4992981,-123.4002991,test,,1,3,2,4,2,4,2,3,1,3,2,2,3,1,2,4,2,1,2,4,3,3,1,3,4,3,2,1,4,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_ahIvN5wEUA60JtX,,,,,48.4992981,-123.4002991,test,,2,4,2,1,4,1,3,4,3,1,4,2,4,2,4,1,4,2,2,3,1,1,2,3,2,1,2,4,1,2
2019-07-12 9:16,2019-07-12 9:16,2,,100,0,1,2019-07-12 9:16,R_dmqQmoj5FSGLWEl,,,,,48.4992981,-123.4002991,test,,4,3,4,1,3,2,4,1,1,3,3,1,1,1,3,2,4,2,3,3,3,2,1,2,4,3,3,4,1,1
