StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,RMGI_1,RMGI_2,RMGI_3,RMGI_4,RMGI_5,RMGI_6,RMGI_7,RMGI_8,RMGI_9,RMGI_10,RMGI_11,RMGI_12,RMGI_13,RMGI_14,RMGI_15,RMGI_16,RMGI_17,RMGI_18,RMGI_19,RMGI_20,RMGI_21,RMGI_22,RMGI_23,RMGI_24,RMGI_25,RMGI_26,RMGI_27,RMGI_28,RMGI_29,RMGI_30,RMGI_31,RMGI_32,RMGI_33,RMGI_34,RMGI_35,RMGI_36,RMGI_37,RMGI_38,RMGI_39,RMGI_40,RMGI_41,RMGI_42,RMGI_43,RMGI_44,RMGI_45,RMGI_46,RMGI_47,RMGI_48,RMGI_49,RMGI_50,RMGI_51,RMGI_52,RMGI_53,RMGI_54,RMGI_55,RMGI_56,RMGI_57,RMGI_58,RMGI_59,RMGI_60,RMGI_61,RMGI_62,RMGI_63,RMGI_64,RMGI_65,RMGI_66,RMGI_67,RMGI_68,RMGI_69,RMGI_70,RMGI_71,RMGI_72,RMGI_73,RMGI_74,RMGI_75,RMGI_76,RMGI_77,RMGI_78,RMGI_79,RMGI_80,RMGI_81,RMGI_82,RMGI_83,RMGI_84,RMGI_85,RMGI_86,RMGI_87,RMGI_88,RMGI_89,RMGI_90,RMGI_91,RMGI_92,RMGI_93,RMGI_94,RMGI_95,RMGI_96,RMGI_97,RMGI_98,RMGI_99,RMGI_100,RMGI_101,RMGI_102,RMGI_103,RMGI_104,RMGI_105,RMGI_106,RMGI_107,RMGI_108,RMGI_109,RMGI_110,RMGI_111,RMGI_112,RMGI_113,RMGI_114
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_eJVVHNETe5qPK73,,,,,48.44960022,-123.302597,test,,1,4,2,4,1,5,1,1,3,2,0,1,5,0,5,5,1,0,1,6,3,5,4,3,3,2,2,5,0,6,3,3,4,1,6,4,2,5,6,2,5,4,0,6,5,3,1,5,1,5,4,5,2,4,4,6,2,5,1,2,2,0,5,6,3,6,6,3,4,1,1,3,0,0,2,4,2,6,2,3,6,2,5,6,1,2,4,1,6,6,1,3,0,0,2,3,0,2,4,0,2,4,2,4,1,3,4,0,2,6,2,6,1,2
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_agBKeIAg9T3L2UB,,,,,48.44960022,-123.302597,test,,1,2,2,3,5,5,3,5,6,0,1,1,6,4,6,1,3,1,4,3,4,5,2,0,1,4,6,3,6,5,1,3,2,3,0,4,3,3,3,6,0,2,0,6,2,6,1,0,2,3,2,1,6,4,3,1,6,4,5,3,2,5,6,3,1,3,1,1,6,1,3,3,2,3,2,3,5,1,0,1,3,0,3,6,0,4,0,5,1,0,3,4,6,3,0,0,6,2,4,6,3,2,0,3,5,4,4,3,4,6,6,6,3,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_1CcSsbCmbGIttNH,,,,,48.44960022,-123.302597,test,,4,6,5,0,2,0,6,4,2,4,1,4,4,2,0,1,1,4,1,2,6,6,2,6,3,1,2,5,1,5,0,4,5,5,2,4,1,3,4,2,0,1,6,6,1,2,4,4,1,5,0,0,0,4,3,0,2,5,1,2,4,0,2,6,3,0,5,1,1,6,1,2,0,2,4,0,4,0,6,6,4,0,1,3,3,2,6,2,0,3,0,1,1,3,3,2,1,0,3,6,4,5,6,4,4,5,3,0,2,4,6,1,6,0
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_3DAtwlXv3J7pdhX,,,,,48.44960022,-123.302597,test,,4,4,3,1,5,5,5,6,1,2,2,1,5,4,5,6,3,3,6,0,6,1,5,0,1,5,0,4,0,4,2,5,0,5,1,5,2,4,3,1,1,4,5,4,4,6,1,5,4,2,2,6,1,3,6,1,2,5,0,0,2,6,2,4,2,1,4,4,1,3,6,5,6,1,5,6,0,4,1,0,5,6,0,4,3,4,2,3,4,4,3,4,0,2,3,1,6,1,4,4,2,0,3,0,2,0,6,4,6,0,5,4,2,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_8GP4vxAOOq0xYnr,,,,,48.44960022,-123.302597,test,,2,4,5,0,0,0,4,1,0,6,2,6,5,4,6,3,6,5,6,5,1,1,0,6,1,3,6,1,0,0,6,2,3,1,3,5,1,4,3,0,0,0,6,2,5,3,3,3,0,2,1,5,2,2,2,1,3,1,5,4,3,2,0,5,0,4,5,4,2,3,4,0,3,3,2,1,3,4,6,3,4,2,5,2,3,3,0,5,1,3,2,6,3,1,1,6,2,3,0,1,2,0,0,3,6,6,6,0,6,3,5,4,0,3
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_4H1Z0fAAyaekXml,,,,,48.44960022,-123.302597,test,,4,5,3,4,0,4,6,5,4,1,2,3,4,6,1,5,3,1,1,3,4,3,4,1,0,3,3,6,6,4,6,2,3,2,2,3,4,4,1,4,4,0,5,6,1,1,3,5,5,3,1,4,4,3,4,2,5,3,6,6,0,5,5,4,2,4,4,6,2,6,0,4,4,5,0,1,4,6,4,1,3,6,3,5,6,0,4,1,6,4,0,5,4,0,1,0,1,3,4,5,3,6,0,1,0,0,3,3,1,2,3,4,0,3
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_eW0laCnxndu82zj,,,,,48.44960022,-123.302597,test,,1,3,2,2,1,2,3,3,2,5,5,4,5,3,0,3,5,2,3,3,5,0,5,6,6,2,4,5,5,3,4,0,6,6,5,1,2,1,5,1,0,1,0,5,3,5,5,1,0,6,0,4,6,0,6,5,6,2,3,4,5,6,5,4,0,6,5,5,1,5,4,0,4,2,5,2,2,6,0,1,4,2,2,6,1,4,0,1,6,2,0,2,2,5,0,0,5,5,4,6,3,2,0,0,0,4,1,0,2,5,6,6,3,1
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_d9UOsOaGm2Yh8pL,,,,,48.44960022,-123.302597,test,,5,4,3,0,1,1,6,2,6,0,5,2,3,1,2,6,2,5,5,5,1,6,1,1,0,2,0,3,5,6,3,0,3,6,1,2,1,4,4,2,2,6,2,6,2,5,0,3,6,2,2,4,5,5,3,3,3,2,1,0,1,1,0,5,6,0,6,2,6,0,6,4,0,1,1,0,6,6,3,2,4,2,0,0,1,2,3,6,4,6,0,0,5,3,0,0,6,3,3,6,3,1,6,1,3,0,3,2,1,5,4,4,5,1
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_cZ6CgSYOxCihXs9,,,,,48.44960022,-123.302597,test,,2,4,0,1,2,5,6,1,1,2,2,4,3,4,5,0,4,0,6,2,4,0,5,0,3,2,5,6,3,2,4,2,5,6,2,2,0,2,3,5,2,6,2,4,0,5,5,5,3,2,4,1,6,4,5,2,0,0,0,4,4,4,5,6,6,3,0,2,0,5,3,5,6,2,1,0,4,5,0,5,6,6,4,0,4,2,5,4,6,1,5,0,0,5,5,6,6,1,4,0,3,5,2,6,5,4,3,4,0,4,5,1,3,2
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_e9FJXBJ2KP5fte5,,,,,48.44960022,-123.302597,test,,5,4,5,6,1,4,1,3,0,0,3,1,3,2,4,3,2,4,5,0,0,0,6,6,1,0,0,1,3,0,3,3,4,2,3,0,2,6,1,3,0,6,5,6,2,4,3,0,5,6,6,4,4,0,2,6,1,1,4,5,4,4,2,1,4,0,6,1,3,0,1,2,4,4,0,0,5,3,5,1,5,0,4,4,4,3,4,1,1,4,6,0,1,5,0,5,3,4,1,6,6,0,4,1,0,3,2,6,6,5,3,0,1,1
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_3magklm3Cp4UjFX,,,,,48.44960022,-123.302597,test,,2,6,2,6,6,5,4,2,6,1,6,3,2,0,3,3,3,4,0,3,1,1,4,1,3,2,4,0,5,1,3,3,3,4,6,2,3,3,4,4,2,4,3,3,4,5,4,3,4,6,4,1,6,4,2,0,2,2,5,1,5,3,2,3,2,2,2,1,5,3,0,5,2,5,6,1,0,3,4,2,0,0,0,5,0,0,1,6,3,5,6,6,2,0,2,0,3,6,4,3,0,6,6,2,6,5,4,6,3,0,0,6,0,6
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_bEGo6zYYwcr1aDj,,,,,48.44960022,-123.302597,test,,3,4,5,3,0,6,3,2,4,0,6,6,5,1,6,5,5,2,6,4,3,5,0,1,3,5,3,1,2,2,3,2,5,4,2,2,4,4,1,1,1,4,4,4,0,2,5,5,3,0,5,4,1,1,0,1,1,6,5,2,5,4,4,5,3,2,3,4,0,3,6,0,5,2,2,5,3,1,4,1,4,5,2,4,4,4,5,3,6,6,4,1,1,5,4,3,2,1,5,5,2,5,3,4,2,6,0,5,6,4,0,3,0,2
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_3NTVaL1hNDQ6AdL,,,,,48.44960022,-123.302597,test,,0,1,6,0,5,1,2,3,1,6,3,5,1,2,0,6,6,5,3,1,5,0,5,1,2,6,2,0,2,5,4,2,0,2,4,2,0,3,0,1,4,4,5,6,2,3,1,3,4,0,6,0,1,1,3,0,2,2,3,3,4,0,1,3,5,6,2,2,3,4,3,0,3,4,1,5,5,2,6,0,3,5,1,0,4,5,5,0,6,3,0,2,2,2,5,1,1,5,0,4,3,0,0,1,4,5,6,1,0,1,2,0,1,5
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_cT6D8gK09bTX7OB,,,,,48.44960022,-123.302597,test,,4,6,5,0,4,4,0,1,6,0,5,4,2,2,2,2,1,4,4,5,0,5,6,5,5,0,6,2,3,4,2,0,0,4,2,2,0,2,6,3,0,6,4,2,3,0,1,3,2,4,3,2,6,2,0,4,5,0,4,6,2,4,2,1,0,2,5,4,0,5,6,5,2,0,5,6,2,5,1,6,6,4,6,6,0,1,1,3,2,1,2,3,0,5,1,2,5,5,1,6,1,2,6,4,1,0,6,6,1,2,6,2,3,5
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_agysMiLAvCh6L9b,,,,,48.44960022,-123.302597,test,,5,6,3,3,3,6,6,4,0,6,1,5,3,1,6,3,4,4,5,1,4,3,6,1,1,5,3,5,0,4,0,6,0,0,2,3,2,1,5,1,5,3,4,4,0,0,6,4,0,3,6,1,1,6,3,3,0,0,6,2,0,6,6,4,0,2,6,6,0,4,3,2,3,1,4,3,2,1,4,4,3,2,6,4,4,4,4,1,6,6,6,0,1,6,6,0,2,6,3,4,4,3,4,4,4,2,1,3,4,2,2,2,3,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_0wRx84qa7H5nred,,,,,48.44960022,-123.302597,test,,0,4,4,1,1,6,5,5,0,5,6,2,3,1,6,5,5,5,4,3,6,0,6,0,0,5,0,1,4,5,6,2,3,4,1,1,1,6,3,4,3,4,6,1,1,3,2,0,5,5,4,4,5,0,2,1,1,1,2,6,2,3,1,2,6,5,0,4,6,4,1,2,1,3,1,0,3,1,0,6,6,3,2,4,5,0,2,0,1,2,5,1,2,6,4,5,2,0,0,3,5,4,4,1,3,2,2,0,3,5,0,5,1,3
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_eKgFTutwIwXkjad,,,,,48.44960022,-123.302597,test,,2,6,4,3,0,6,3,2,0,5,4,0,3,5,1,2,0,6,4,4,0,5,2,1,3,2,5,4,0,6,5,6,0,5,3,5,4,2,3,0,2,3,0,3,6,4,1,2,3,2,4,3,6,2,3,4,4,1,6,6,6,2,5,2,5,0,1,0,4,1,0,3,0,2,0,6,1,4,2,3,2,6,0,5,6,0,4,4,4,0,6,5,1,4,3,6,0,3,6,5,2,4,6,2,2,2,4,2,6,1,3,2,5,2
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_9G0RPvra6xagPv7,,,,,48.44960022,-123.302597,test,,4,3,5,1,1,0,2,2,0,5,2,2,0,0,0,2,4,3,3,6,6,2,3,2,2,1,0,5,6,5,1,3,3,3,5,3,0,4,0,1,0,2,5,1,4,2,1,3,2,1,5,1,6,2,4,3,5,2,5,6,1,2,0,3,6,0,0,2,1,6,3,2,3,2,2,2,6,4,0,1,0,0,5,1,3,5,2,2,3,2,4,2,5,1,3,3,6,5,1,0,0,0,0,5,0,3,1,1,5,5,6,6,0,2
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_4Pm3gJucGDS8ovP,,,,,48.44960022,-123.302597,test,,3,6,0,3,3,1,3,4,4,0,3,5,4,5,6,5,6,3,3,3,0,6,2,0,3,2,1,2,2,5,5,0,5,6,4,1,1,2,0,1,3,5,5,0,1,3,2,6,1,1,3,0,6,3,3,0,3,4,2,0,1,2,6,6,4,1,0,0,1,4,1,0,3,2,4,5,5,1,6,3,4,4,0,5,6,5,6,3,5,5,6,5,4,0,6,4,0,6,4,2,6,4,5,6,0,3,5,6,4,3,3,2,3,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_0kNDk0j6irUu04J,,,,,48.44960022,-123.302597,test,,2,4,4,6,2,1,3,6,2,0,5,6,0,1,4,4,0,2,3,6,0,3,2,0,3,5,1,5,0,6,2,4,6,2,0,1,1,6,5,4,3,6,5,5,6,5,5,3,2,4,1,2,6,5,5,0,1,6,6,2,4,4,1,1,0,4,5,2,3,0,2,4,2,0,6,5,5,5,2,4,5,3,5,2,2,2,2,2,2,3,1,4,4,4,1,3,1,0,5,1,4,2,0,0,5,1,4,6,3,0,2,4,3,1
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_72o3azOpVoW1KYZ,,,,,48.44960022,-123.302597,test,,5,4,5,2,2,3,4,4,4,6,3,4,6,4,1,4,3,6,4,6,4,4,0,2,6,2,5,5,1,1,1,5,4,0,4,4,1,5,4,1,6,5,2,0,1,0,6,1,1,4,4,4,5,3,4,3,1,5,2,2,5,4,4,3,0,5,2,4,0,6,5,4,1,1,0,2,5,2,6,4,3,5,5,3,2,3,4,3,1,1,1,4,2,4,2,3,2,3,2,6,4,4,1,6,0,2,6,0,2,6,4,2,5,3
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_8IERGnqzFh2l9rf,,,,,48.44960022,-123.302597,test,,0,6,3,1,2,6,5,6,5,5,1,6,4,1,6,5,1,5,0,3,0,2,0,4,0,6,4,0,3,5,3,1,5,5,5,5,1,3,5,3,6,4,0,2,5,2,0,1,6,4,3,4,0,3,5,2,4,6,2,6,3,0,0,4,2,1,3,6,6,2,1,5,3,3,2,6,3,1,2,3,1,4,5,1,2,4,3,4,5,5,6,4,5,5,5,0,2,1,2,5,0,1,4,3,2,4,4,1,4,0,6,4,2,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_cY1nnBMNTfb6MWF,,,,,48.44960022,-123.302597,test,,4,2,2,0,3,6,6,3,3,2,2,4,1,2,3,5,0,3,6,6,1,4,0,1,6,3,3,2,5,5,0,3,0,0,1,1,0,3,6,6,5,1,4,1,2,4,1,4,3,4,4,4,0,6,1,4,3,0,2,4,4,2,3,5,4,1,6,2,2,5,5,2,0,2,1,1,6,2,3,3,3,4,5,4,6,6,2,6,0,4,1,2,1,4,3,0,5,2,3,1,2,5,2,6,1,5,0,1,3,4,2,4,3,3
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_e9y8vl1IVOVMwKx,,,,,48.44960022,-123.302597,test,,6,0,1,4,6,6,2,6,3,6,3,1,6,0,3,3,2,1,4,3,1,0,1,1,1,0,4,2,3,4,6,0,0,0,0,3,4,2,2,6,4,1,1,4,5,2,1,0,6,3,3,6,6,6,5,5,1,6,6,1,6,6,0,5,1,6,1,5,4,4,0,5,6,3,3,3,6,1,3,1,6,0,0,2,3,4,1,3,4,0,3,4,6,3,0,4,3,6,6,4,4,0,1,6,2,0,0,4,4,4,4,0,2,5
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_cuvsThqthYzBxBj,,,,,48.44960022,-123.302597,test,,2,0,4,2,2,5,6,5,6,6,0,3,1,2,6,5,4,0,5,2,4,2,1,1,3,6,0,0,4,2,0,5,1,4,2,0,4,6,4,1,2,4,2,5,4,2,2,3,6,2,2,2,3,6,1,4,3,5,1,1,2,6,0,4,6,0,6,4,4,4,0,4,2,2,5,0,5,3,4,4,1,6,6,2,1,2,0,1,5,0,2,6,1,1,2,2,1,2,2,3,3,5,4,5,6,1,0,6,2,2,5,2,5,0
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_4IbP7hsVdHzQCyh,,,,,48.44960022,-123.302597,test,,1,4,2,1,3,4,4,6,1,1,4,0,3,5,2,1,6,6,2,5,5,4,1,2,3,0,3,3,5,5,5,5,5,1,1,5,5,2,4,0,2,3,5,3,6,4,3,0,5,1,6,3,2,4,1,4,5,2,4,2,6,5,4,3,4,1,1,4,1,0,3,6,0,3,2,0,5,4,3,3,5,6,4,6,6,5,1,5,0,3,0,1,4,2,3,3,3,3,2,2,4,3,6,5,0,1,2,5,4,1,3,6,0,5
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_cG4PdMuXzlN1bBb,,,,,48.44960022,-123.302597,test,,0,0,5,6,3,5,3,6,1,0,4,0,5,0,2,5,6,1,5,1,2,0,2,1,1,0,1,2,5,2,5,0,0,6,4,1,5,3,1,1,0,3,2,4,2,2,4,4,4,0,2,2,3,6,6,3,0,1,6,4,0,3,5,0,1,2,2,3,1,0,5,1,5,5,4,1,4,3,2,2,5,1,2,4,3,1,2,6,3,1,4,1,6,4,3,3,6,3,5,5,3,2,0,6,4,6,3,4,0,2,2,5,6,2
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_7aruMabAa1CW5V3,,,,,48.44960022,-123.302597,test,,0,6,1,5,6,1,3,5,0,0,2,3,0,2,0,3,1,6,4,3,4,3,5,2,3,0,3,3,0,2,5,5,2,3,4,4,2,5,2,1,5,6,0,1,4,4,4,6,6,6,5,1,5,2,5,2,5,0,3,1,4,5,3,1,4,6,4,3,4,4,2,4,2,3,5,4,0,2,4,0,3,6,2,5,4,4,4,1,4,1,1,4,6,3,0,5,2,5,3,6,5,2,2,4,4,2,2,0,1,2,3,2,5,2
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_bwkHjdxrKuLkO21,,,,,48.44960022,-123.302597,test,,4,1,5,4,0,6,1,1,4,2,1,1,2,3,5,3,2,1,4,2,4,1,1,3,0,4,3,4,0,4,3,5,1,6,2,0,1,0,4,5,0,1,5,0,5,4,1,3,3,0,3,0,2,6,6,6,1,1,2,5,4,0,4,6,1,6,5,0,5,5,2,1,5,3,2,6,6,2,0,0,4,4,0,4,5,6,1,4,6,1,1,3,4,2,1,2,1,1,3,5,1,6,0,3,5,2,1,0,6,6,4,6,4,0
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_3Xk3dDMXZiXXRrv,,,,,48.44960022,-123.302597,test,,2,0,6,1,5,1,6,3,3,2,2,6,4,2,2,0,5,0,0,6,2,3,3,4,6,5,1,3,5,5,4,3,5,3,3,3,6,6,6,4,5,5,5,3,4,1,5,3,6,3,1,0,1,1,3,6,1,2,0,4,4,4,2,5,3,5,6,3,0,4,3,0,1,5,5,6,0,3,0,1,1,2,1,0,6,2,4,5,1,2,0,4,4,0,3,2,5,3,1,2,2,6,3,5,5,2,1,0,1,2,6,5,5,3
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_cUNB0rTZT5NI1Hn,,,,,48.44960022,-123.302597,test,,2,1,6,4,5,4,1,6,4,2,0,6,0,1,6,5,3,6,6,6,5,4,5,3,4,0,5,6,0,1,4,0,5,0,5,4,1,6,2,0,0,5,1,1,3,1,2,3,2,2,3,3,2,5,2,2,2,4,5,0,4,1,4,0,3,5,3,1,6,0,6,6,2,3,0,3,4,0,2,3,1,1,3,4,2,6,2,0,2,1,5,4,6,4,2,6,0,3,4,5,6,5,1,1,0,0,6,5,2,5,3,3,4,0
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_bOcqWbsG2MMNONT,,,,,48.44960022,-123.302597,test,,0,0,2,3,1,0,5,3,4,4,3,4,0,1,4,6,4,4,2,2,6,0,5,2,5,2,5,6,4,5,2,4,2,6,2,2,4,3,3,4,4,2,2,3,6,4,0,2,2,0,1,3,3,6,6,6,2,0,0,0,0,6,1,6,1,0,4,3,3,5,2,2,0,2,1,6,6,0,0,6,5,2,6,3,4,6,1,0,6,1,2,3,2,0,6,1,5,6,3,1,2,1,1,2,2,4,6,3,0,5,5,4,5,1
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_eP6AD3yxZY56dpP,,,,,48.44960022,-123.302597,test,,4,2,2,1,5,1,5,6,2,4,5,0,6,1,5,6,3,4,4,6,0,1,2,3,2,2,6,3,1,2,2,6,2,1,6,6,0,1,3,4,1,0,6,5,6,6,3,3,6,6,1,2,0,1,2,2,2,0,3,6,1,4,6,3,0,4,2,4,4,4,0,5,4,5,5,2,2,2,6,3,3,3,2,4,6,3,5,4,1,5,1,2,0,0,3,3,2,0,4,5,3,0,6,4,2,4,0,0,4,2,4,0,4,3
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_0UNOMAhXRC2pdCl,,,,,48.44960022,-123.302597,test,,3,3,4,6,3,5,1,6,6,5,1,1,6,6,0,2,5,4,6,2,1,0,6,3,6,4,4,6,4,0,0,0,4,2,5,3,3,2,0,2,6,2,4,2,4,0,2,1,4,2,0,1,6,5,1,6,2,0,5,0,6,1,0,4,4,6,0,4,3,3,4,1,2,4,3,1,0,1,4,3,4,5,3,5,3,0,3,1,1,6,0,3,5,5,0,1,3,3,0,1,6,6,4,3,1,3,3,0,6,1,4,4,1,5
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_eQasN7GaVQiV9Yh,,,,,48.44960022,-123.302597,test,,4,2,4,6,2,0,3,3,3,1,1,2,5,1,4,0,6,1,5,3,3,5,5,4,6,3,2,5,6,0,6,0,3,2,1,2,1,0,0,6,6,5,0,1,6,3,3,3,6,1,3,2,1,1,0,0,2,5,2,4,0,1,5,4,5,3,1,3,3,3,2,4,4,1,2,4,6,1,5,0,6,2,4,2,5,3,2,5,5,5,5,5,4,2,6,4,6,3,1,2,4,5,5,3,3,6,4,2,6,1,6,4,2,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_b2RbRIGLVrn9w3j,,,,,48.44960022,-123.302597,test,,4,5,1,0,2,1,5,6,4,4,0,1,1,1,5,6,4,6,6,5,1,2,2,4,4,2,0,4,2,2,3,2,5,2,1,1,5,6,2,1,1,1,6,2,2,6,0,0,5,6,3,5,5,5,4,5,5,0,1,3,2,2,1,2,2,5,2,4,0,3,0,1,1,1,4,6,3,4,4,5,6,3,4,4,0,0,2,5,2,4,3,3,5,6,1,0,4,0,0,1,1,4,5,5,6,1,4,3,0,2,6,0,0,2
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_aVOjJ00cJEPG4aV,,,,,48.44960022,-123.302597,test,,0,4,0,6,2,6,4,3,4,4,5,1,2,6,2,6,1,4,3,3,6,5,1,2,4,6,4,5,2,3,2,0,6,0,3,5,1,0,4,1,0,0,5,1,4,4,1,0,4,2,0,3,4,3,2,5,4,0,6,5,6,6,5,0,2,3,0,3,4,3,4,3,4,5,0,6,5,4,5,4,0,4,6,4,2,4,0,0,6,0,5,2,5,3,3,1,3,0,2,4,5,5,6,2,2,3,0,4,2,3,6,6,4,4
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_dhbInyS3KgMDNpX,,,,,48.44960022,-123.302597,test,,4,4,3,5,0,5,0,6,5,0,3,0,1,1,6,6,5,6,2,6,6,6,6,3,4,4,4,3,5,6,5,1,5,5,6,1,4,6,0,3,1,1,2,0,3,0,1,4,0,1,0,0,0,2,0,6,4,6,0,2,0,4,0,6,3,6,2,1,4,3,3,1,5,6,5,4,5,2,5,6,6,2,3,1,5,1,0,5,3,5,4,5,2,4,4,3,4,2,6,5,4,2,3,1,0,4,3,4,6,6,3,2,2,5
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_5nYfnJIDODv5gfb,,,,,48.44960022,-123.302597,test,,4,3,0,5,4,5,1,2,2,1,0,3,5,3,2,2,0,5,5,3,3,0,2,0,1,1,4,3,2,2,6,2,3,1,2,6,6,1,1,3,6,4,0,4,2,1,4,2,0,6,2,0,3,4,0,2,4,3,2,1,2,1,1,2,5,3,0,2,2,0,5,6,0,3,6,5,1,4,2,2,4,4,2,0,1,6,4,1,5,6,5,2,2,4,5,2,4,4,6,3,1,5,6,3,1,1,3,4,1,0,3,4,3,0
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_aXBeUpT8RsOMq0d,,,,,48.44960022,-123.302597,test,,5,5,1,1,6,5,4,5,2,6,1,4,1,6,6,4,5,5,6,5,5,3,1,4,4,3,4,1,3,1,5,6,4,0,1,5,4,3,0,4,4,0,2,1,4,6,6,5,1,4,0,2,6,2,5,2,6,3,4,0,1,4,0,4,1,3,2,0,3,6,0,1,0,2,2,4,5,5,5,2,4,5,1,4,0,2,0,0,4,0,4,1,4,1,6,4,1,6,1,5,4,1,6,1,0,6,3,3,1,6,1,5,1,1
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_djzLrDmAWA1qBVP,,,,,48.44960022,-123.302597,test,,6,2,3,3,3,1,4,6,1,4,5,0,6,0,0,5,1,3,1,1,4,3,3,6,1,3,2,6,3,2,0,3,6,2,6,3,3,4,2,0,5,0,3,5,5,3,5,0,6,3,1,2,0,5,4,3,5,0,3,0,1,4,4,2,5,1,5,1,0,4,1,6,1,5,5,1,2,3,1,3,2,4,3,6,4,3,3,2,0,6,0,6,5,0,0,2,6,2,6,1,3,1,2,4,6,5,4,0,0,6,4,3,5,1
2019-07-11 12:58,2019-07-11 12:58,2,,100,0,1,2019-07-11 12:58,R_0eRhL9Ur03fJIuV,,,,,48.44960022,-123.302597,test,,1,6,4,6,1,3,3,6,2,3,5,3,5,4,0,4,3,6,6,6,0,2,5,0,3,0,0,3,4,1,4,0,2,6,0,2,3,0,6,1,1,6,1,2,6,1,4,1,0,1,5,0,0,3,5,0,5,1,1,4,6,6,2,4,0,4,6,4,5,5,5,5,3,4,3,2,6,2,2,6,5,2,1,5,0,3,3,4,6,6,0,0,2,6,3,0,4,6,3,1,2,1,0,4,5,0,2,2,4,5,4,3,5,4
