StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,SDSIPI_1,SDSIPI_2,SDSIPI_3,SDSIPI_4,SDSIPI_5,SDSIPI_6,SDSIPI_7,SDSIPI_8,SDSIPI_9,SDSIPI_10,SDSIPI_11,SDSIPI_12
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_abIyoA4wlxGaQiV,,,,,48.4992981,-123.4002991,test,,2,5,4,4,1,5,2,2,3,5,3,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_3ksLdfaN6Jgk4Jv,,,,,48.4992981,-123.4002991,test,,1,1,4,1,3,4,5,2,1,2,2,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_24WXZwkreXDcWdn,,,,,48.4992981,-123.4002991,test,,5,2,2,1,5,5,2,4,3,5,1,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_0f7meJVDJmPitIp,,,,,48.4992981,-123.4002991,test,,1,4,4,4,5,4,2,3,5,4,3,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_9BQYrDFqnoPMTat,,,,,48.4992981,-123.4002991,test,,5,4,5,1,4,5,2,5,1,1,3,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_8nQ3H2lfqr4OaKV,,,,,48.4992981,-123.4002991,test,,2,1,3,5,4,4,4,1,1,2,2,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_0uBIWRNEONmJJbv,,,,,48.4992981,-123.4002991,test,,1,3,5,3,4,3,2,4,5,3,3,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_1MPusdT12SWG2pL,,,,,48.4992981,-123.4002991,test,,4,1,4,3,1,4,2,5,4,2,1,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_bacYGMi5whJiM1T,,,,,48.4992981,-123.4002991,test,,2,5,5,1,2,4,1,2,3,1,5,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_9ZAmUJ9Pqturu85,,,,,48.4992981,-123.4002991,test,,4,1,5,4,1,1,5,4,1,1,5,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_6WnKK2xLwlMwPOd,,,,,48.4992981,-123.4002991,test,,1,1,1,1,3,5,3,2,1,1,2,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_5bfA00qI5dcaarj,,,,,48.4992981,-123.4002991,test,,1,1,4,5,5,4,5,5,3,5,2,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_8hKu7ugo1bJ3lkh,,,,,48.4992981,-123.4002991,test,,3,4,2,2,3,5,1,2,5,3,2,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_9nRywCGWlWnoC2h,,,,,48.4992981,-123.4002991,test,,4,2,5,4,2,4,4,2,5,2,3,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_0Dmm9SfJ5sNuZPD,,,,,48.4992981,-123.4002991,test,,3,3,2,5,4,2,4,1,4,2,3,3
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_3lqts7amVyjB9DT,,,,,48.4992981,-123.4002991,test,,3,1,4,4,2,3,4,4,1,4,3,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_eFFsT6INhraMHUp,,,,,48.4992981,-123.4002991,test,,1,1,1,3,3,1,3,4,2,5,5,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_3NJr9jCU1T1cHNX,,,,,48.4992981,-123.4002991,test,,3,5,3,4,1,4,4,1,3,3,5,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_8qRGwfNOXGTiCMZ,,,,,48.4992981,-123.4002991,test,,4,4,3,4,3,5,4,4,5,2,3,3
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_eg3pq5xmVaP6XZz,,,,,48.4992981,-123.4002991,test,,3,4,4,3,4,3,4,5,2,1,4,3
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_0lnqf3ej9N1pefj,,,,,48.4992981,-123.4002991,test,,5,2,4,5,5,2,3,4,2,5,3,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_8wcurTsg8ZxQBa5,,,,,48.4992981,-123.4002991,test,,4,4,2,1,3,2,3,3,4,3,3,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_9NCttL21yR3LslT,,,,,48.4992981,-123.4002991,test,,5,5,2,2,3,5,3,1,4,1,4,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_8hS6nOaEs1cODK5,,,,,48.4992981,-123.4002991,test,,3,2,4,4,3,2,3,2,3,3,3,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_b19QhYCpoh0Ckyp,,,,,48.4992981,-123.4002991,test,,2,3,2,3,2,5,4,5,2,4,5,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_6YcO0Qb62LnTAc5,,,,,48.4992981,-123.4002991,test,,3,3,3,3,3,5,3,1,4,5,4,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_6u2gYYCLSUkpZqt,,,,,48.4992981,-123.4002991,test,,1,3,2,1,3,1,5,1,5,1,1,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_cAsicWP3bY3we2N,,,,,48.4992981,-123.4002991,test,,2,4,2,5,1,5,5,4,4,1,4,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_eLF380uccN2E1NP,,,,,48.4992981,-123.4002991,test,,5,1,4,2,3,1,5,5,1,5,2,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_efU2K3nAP6ocXQN,,,,,48.4992981,-123.4002991,test,,1,3,2,2,4,4,4,2,2,4,3,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_5AclNBAaYW9Gmah,,,,,48.4992981,-123.4002991,test,,3,3,5,5,3,1,4,4,2,5,1,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_2trBQTcI6Ba2jWd,,,,,48.4992981,-123.4002991,test,,4,3,3,3,4,5,4,1,5,5,1,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_867lnvjmIhFXk7X,,,,,48.4992981,-123.4002991,test,,3,5,4,5,4,4,4,4,1,3,2,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_6E8tJ2ZmwArVtZP,,,,,48.4992981,-123.4002991,test,,4,5,1,3,5,4,3,1,4,4,2,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_aXdtgyNr0h4jN4h,,,,,48.4992981,-123.4002991,test,,5,4,3,1,1,1,3,1,5,5,1,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_e2MkARGOcYVlAEJ,,,,,48.4992981,-123.4002991,test,,5,4,4,4,3,4,1,3,1,3,2,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_72Ft9XTSRrKAat7,,,,,48.4992981,-123.4002991,test,,3,3,1,4,3,3,4,4,3,2,2,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_2l5ruvO0gALQRWB,,,,,48.4992981,-123.4002991,test,,4,5,4,1,1,4,1,4,1,4,2,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_07AlbOrsfadbTx3,,,,,48.4992981,-123.4002991,test,,3,2,4,3,2,1,5,3,1,2,2,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_5A1Rrv7pd5PCqCp,,,,,48.4992981,-123.4002991,test,,1,3,4,3,4,3,1,1,1,1,2,3
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_bQmKqrOr6pNHErj,,,,,48.4992981,-123.4002991,test,,3,1,3,3,4,3,1,2,5,5,3,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_cHiv7onkfShbcZD,,,,,48.4992981,-123.4002991,test,,4,4,2,4,5,4,2,5,4,5,5,3
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_5nY4ETQrdb9EasR,,,,,48.4992981,-123.4002991,test,,1,4,2,4,2,5,5,2,5,1,4,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_8d1yCusfn7NGLwV,,,,,48.4992981,-123.4002991,test,,4,1,2,4,2,2,5,4,1,1,3,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_5dTzYbmFOi2AknP,,,,,48.4992981,-123.4002991,test,,5,1,2,3,2,2,4,4,4,4,3,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_9HyaEMx4M9ppoAl,,,,,48.4992981,-123.4002991,test,,3,1,2,5,3,3,4,2,3,1,4,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_5ot8TbLNFMGuflj,,,,,48.4992981,-123.4002991,test,,1,3,3,2,1,1,5,4,3,5,1,3
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_b4s6sXabuUrO0nz,,,,,48.4992981,-123.4002991,test,,2,1,4,1,1,4,1,5,4,5,2,3
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_5j0Aa4WgqfOnRRz,,,,,48.4992981,-123.4002991,test,,1,4,2,5,3,5,4,1,1,4,1,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_cAu8lE0eIM0hi0l,,,,,48.4992981,-123.4002991,test,,3,4,5,3,2,5,1,4,4,5,2,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_836EO0MI65UsEQt,,,,,48.4992981,-123.4002991,test,,3,4,4,3,3,3,4,2,1,3,1,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_7UsciGn7OruYf41,,,,,48.4992981,-123.4002991,test,,5,3,1,2,3,3,1,4,1,5,1,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_cHecJ0Yqcx6DCWF,,,,,48.4992981,-123.4002991,test,,1,1,1,4,5,5,2,2,4,4,5,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,1,1,2019-07-13 10:57,R_e5NLLyfTb5XO5VP,,,,,48.4992981,-123.4002991,test,,2,2,2,5,3,1,2,3,2,1,4,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_eDatOzQ8jxRZaUl,,,,,48.4992981,-123.4002991,test,,2,2,2,2,2,3,4,3,1,3,2,3
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_dnTlLcqlpmLKSTH,,,,,48.4992981,-123.4002991,test,,1,4,5,4,4,2,2,3,1,2,2,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_cvTwyZUy7028ynr,,,,,48.4992981,-123.4002991,test,,5,4,5,1,2,1,5,1,3,3,3,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_czRROzONyxfcblz,,,,,48.4992981,-123.4002991,test,,1,2,3,2,4,1,1,1,2,4,5,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_eRwqejXajveItsV,,,,,48.4992981,-123.4002991,test,,2,3,3,5,3,3,2,5,3,3,3,3
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_5sPKuN1nggajKDz,,,,,48.4992981,-123.4002991,test,,3,4,3,4,3,3,4,3,3,3,5,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_cTvvOfBqNQmC4jX,,,,,48.4992981,-123.4002991,test,,5,2,5,4,5,4,5,5,3,4,1,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_8HVuoFS6cRJI4wR,,,,,48.4992981,-123.4002991,test,,4,4,4,4,4,4,4,2,1,1,5,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_4URzQ5EFZFKe1w1,,,,,48.4992981,-123.4002991,test,,4,2,3,1,1,1,4,4,4,4,2,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_78qlo1FKwd7tmvj,,,,,48.4992981,-123.4002991,test,,2,2,3,5,4,2,4,3,1,5,4,2
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_6Rwxx7xHzPGM0EB,,,,,48.4992981,-123.4002991,test,,2,1,1,2,2,1,1,4,1,5,4,3
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_6WDZx1eD3QqoQXr,,,,,48.4992981,-123.4002991,test,,5,5,4,4,5,2,2,1,4,1,5,4
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_2gZKq6fZC6GO6ih,,,,,48.4992981,-123.4002991,test,,2,1,2,4,5,3,4,1,4,3,2,1
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_8Aj4A7avxfoEqlT,,,,,48.4992981,-123.4002991,test,,1,1,2,3,5,5,4,2,3,5,1,5
2019-07-13 10:57,2019-07-13 10:57,2,,100,0,1,2019-07-13 10:57,R_9Lh5beTzZWLjzil,,,,,48.4992981,-123.4002991,test,,1,4,2,5,5,1,3,3,2,5,4,3
