StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,SAS_1,SAS_2,SAS_3,SAS_4,SAS_5,SAS_6,SAS_7,SAS_8,SAS_9,SAS_10,SAS_11,SAS_12,SAS_13,SAS_14,SAS_15,SAS_16,SAS_17,SAS_18,SAS_19,SAS_20,SAS_21,SAS_22,SAS_23
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_40n37NzZiXpxsdn,,,,,48.4992981,-123.4002991,test,,3,3,2,1,1,3,3,4,4,2,4,5,2,3,1,5,1,3,3,3,3,4,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_0PuVRX3OambOk6N,,,,,48.4992981,-123.4002991,test,,4,5,5,2,1,1,3,3,3,3,2,5,2,3,1,5,3,5,1,5,1,2,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_9GFRAuJ5gd4jHvv,,,,,48.4992981,-123.4002991,test,,2,4,2,4,2,2,1,3,4,4,1,1,5,5,1,1,3,4,5,4,4,1,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_54mZdCMt8KtWI9T,,,,,48.4992981,-123.4002991,test,,4,1,5,4,3,3,2,4,2,5,1,4,1,1,5,5,4,3,2,3,5,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_07EmaRoof8iCbZP,,,,,48.4992981,-123.4002991,test,,2,5,3,5,4,2,2,2,5,2,2,5,1,4,4,5,4,4,5,5,1,5,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_868924tqWJtJdKR,,,,,48.4992981,-123.4002991,test,,3,3,3,3,1,4,5,1,4,3,4,4,2,5,2,5,1,2,3,3,4,3,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_9XebBw8fm5OvMTX,,,,,48.4992981,-123.4002991,test,,1,4,5,2,4,4,4,5,4,2,1,2,1,1,2,5,4,1,5,5,4,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_5sCHfJUhRpbS8FD,,,,,48.4992981,-123.4002991,test,,1,4,2,2,1,4,3,3,2,2,5,3,2,2,2,3,4,1,4,1,5,3,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_24EeINdnLjEssg5,,,,,48.4992981,-123.4002991,test,,1,2,5,5,3,2,4,5,3,4,3,2,3,5,2,3,1,2,5,5,4,1,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_ehDmIxqeiYXxb8h,,,,,48.4992981,-123.4002991,test,,4,5,4,2,2,4,5,3,3,1,1,5,5,4,3,4,2,1,4,3,2,4,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_89fcE68MlBctAs5,,,,,48.4992981,-123.4002991,test,,3,3,5,2,4,5,3,5,5,1,5,3,4,5,1,4,3,5,1,5,2,4,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_5tnTAwkKU9A3M4l,,,,,48.4992981,-123.4002991,test,,2,5,5,4,3,1,3,2,3,3,3,3,3,5,1,5,5,1,5,1,3,1,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_ezFuxMN0z5lMD1b,,,,,48.4992981,-123.4002991,test,,5,5,4,5,3,3,1,5,5,1,3,5,4,5,2,5,2,1,2,4,5,4,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_eQdrNrpVS18d6UR,,,,,48.4992981,-123.4002991,test,,5,1,5,1,4,4,5,3,5,2,3,1,5,1,2,2,1,3,1,1,1,3,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_8D4muSSojmjX1Ln,,,,,48.4992981,-123.4002991,test,,5,1,4,4,2,2,4,1,1,3,5,5,5,2,3,5,4,1,4,4,5,4,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,1,1,2019-07-13 11:34,R_4SkJCj01hqiSTkN,,,,,48.4992981,-123.4002991,test,,3,4,3,5,5,3,5,2,5,3,2,1,5,5,3,5,1,1,3,4,5,5,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_b8YGtbUw2GB3ywl,,,,,48.4992981,-123.4002991,test,,5,5,2,1,5,3,3,3,5,4,1,4,4,1,4,1,1,3,4,5,4,1,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_8dX2JXZwsRlyQyF,,,,,48.4992981,-123.4002991,test,,5,5,1,4,3,4,2,2,5,2,1,3,2,2,4,2,5,3,1,5,1,4,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_8HBj4Bh1YHzIBq5,,,,,48.4992981,-123.4002991,test,,3,3,5,3,4,3,5,2,1,3,1,4,1,5,5,4,4,4,3,5,2,5,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_eEyPtsbP9H0nuUB,,,,,48.4992981,-123.4002991,test,,1,4,2,3,4,4,4,2,5,3,5,3,4,4,3,4,2,5,4,4,2,5,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_b40W4bhiPDGGIAZ,,,,,48.4992981,-123.4002991,test,,4,3,4,3,1,1,3,2,5,5,3,1,2,5,3,2,5,5,3,3,3,4,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_eLjc3orei0T7lbv,,,,,48.4992981,-123.4002991,test,,2,2,2,3,5,2,3,5,5,1,1,2,4,2,1,4,5,5,2,1,1,1,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_0w8TgkAqE7ng473,,,,,48.4992981,-123.4002991,test,,4,5,3,1,5,2,1,2,3,2,4,2,4,3,2,3,4,1,2,4,2,3,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_e8PvDHNrvygTHN3,,,,,48.4992981,-123.4002991,test,,1,4,1,4,1,1,3,3,5,1,3,1,1,2,1,3,1,1,4,4,1,3,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,1,1,2019-07-13 11:34,R_3ws4dWWUD1Ye9bn,,,,,48.4992981,-123.4002991,test,,4,5,3,2,4,3,3,2,4,3,5,5,1,2,5,1,5,1,2,3,3,2,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_bqtdKt9Cjj4XPKt,,,,,48.4992981,-123.4002991,test,,3,3,3,1,3,4,5,1,5,4,3,4,5,2,5,1,1,5,5,4,2,4,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_6svbGstHizVtkC9,,,,,48.4992981,-123.4002991,test,,4,1,5,4,2,1,1,4,1,5,2,3,2,3,4,2,4,5,4,1,5,1,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_ctHEpBMC4rHlesJ,,,,,48.4992981,-123.4002991,test,,1,2,3,2,1,5,5,1,4,5,4,1,3,3,2,5,2,3,4,2,1,1,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_5sVyoY9zVwHlLX7,,,,,48.4992981,-123.4002991,test,,2,4,4,3,2,4,1,3,3,4,3,5,5,4,4,4,3,1,1,3,4,5,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_ahmsTngXJCZ9JDD,,,,,48.4992981,-123.4002991,test,,2,4,1,3,3,5,4,5,4,3,4,1,1,3,1,3,4,1,1,4,3,1,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_dbNBQWEuKklWPDn,,,,,48.4992981,-123.4002991,test,,3,1,5,2,3,5,1,5,1,1,2,1,3,4,1,4,2,2,4,2,1,4,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_a8Zc64FGMnesgmx,,,,,48.4992981,-123.4002991,test,,3,2,1,4,5,5,1,4,3,4,5,3,1,3,3,4,5,1,5,2,4,2,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_bDHcCHnb7WG4j4h,,,,,48.4992981,-123.4002991,test,,3,1,3,1,2,5,1,1,5,3,5,5,2,4,3,5,4,4,4,1,1,5,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_cTTk1e5Bi0Mhk8t,,,,,48.4992981,-123.4002991,test,,1,1,3,2,2,4,3,4,2,5,2,2,4,3,4,5,4,5,2,4,5,2,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_cJ66p76tslLCbNH,,,,,48.4992981,-123.4002991,test,,1,5,4,4,1,1,4,3,1,3,3,4,5,4,1,5,5,2,3,1,2,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_8kpVv3q1GsC0WJD,,,,,48.4992981,-123.4002991,test,,1,4,1,1,4,2,4,2,5,5,4,1,2,1,4,1,2,5,3,3,5,1,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_9yvv8TWwmznYoUR,,,,,48.4992981,-123.4002991,test,,1,5,4,3,4,4,2,3,4,1,3,4,1,3,2,4,3,1,4,1,4,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_08r0BGQGqectEvr,,,,,48.4992981,-123.4002991,test,,3,2,2,4,2,2,5,3,5,2,4,3,1,1,2,5,1,1,3,1,5,1,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_damkZWdl1jSq8UR,,,,,48.4992981,-123.4002991,test,,5,3,5,1,3,4,5,3,3,5,1,3,2,5,4,3,4,4,3,3,5,2,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_8Bw4GGJXlLUwmtn,,,,,48.4992981,-123.4002991,test,,2,2,1,2,4,5,2,1,1,5,5,3,3,2,1,2,5,1,1,3,5,5,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_3RcQCClNoixhxat,,,,,48.4992981,-123.4002991,test,,2,3,1,1,5,3,1,2,4,1,1,1,2,3,5,4,3,2,2,4,5,4,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_4OW6cQfnj9yUvo9,,,,,48.4992981,-123.4002991,test,,4,2,3,5,2,3,5,5,3,5,4,2,2,1,1,1,3,5,4,2,3,5,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_eb9Rba4AudZUs1T,,,,,48.4992981,-123.4002991,test,,3,4,4,1,2,3,5,5,1,3,2,5,5,2,3,4,5,4,1,4,2,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_1Iix1xPZ8BkAmPz,,,,,48.4992981,-123.4002991,test,,5,4,1,3,5,2,2,2,2,2,1,3,2,3,5,4,4,3,3,3,1,3,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_cHG0FDjUIhvuQBL,,,,,48.4992981,-123.4002991,test,,1,2,1,4,1,5,4,4,1,3,4,1,1,3,3,4,3,3,5,2,5,2,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_5byl4wyA5qac4iF,,,,,48.4992981,-123.4002991,test,,4,3,3,2,4,4,3,3,4,2,2,1,4,4,3,5,2,1,1,2,3,1,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_5oRRItZ0qhfaNBr,,,,,48.4992981,-123.4002991,test,,2,5,4,3,1,5,2,3,3,1,5,1,4,2,2,3,5,5,3,5,5,4,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_5gpvNXuNv4kNk4l,,,,,48.4992981,-123.4002991,test,,4,3,2,1,1,2,2,5,4,4,3,5,1,4,4,5,5,2,4,2,2,1,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_by1vvYG6Fse3Cjr,,,,,48.4992981,-123.4002991,test,,4,5,3,2,1,5,1,4,4,5,1,4,5,2,1,2,4,1,3,5,1,3,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_7OIw8l3wnJRauGh,,,,,48.4992981,-123.4002991,test,,4,4,5,2,3,3,4,2,2,3,3,3,2,4,2,1,1,5,1,5,5,4,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_00YdDScX3fSXnmZ,,,,,48.4992981,-123.4002991,test,,4,5,2,5,5,3,5,2,1,3,4,3,1,3,4,5,4,1,5,1,1,3,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,1,1,2019-07-13 11:34,R_cuVq9c6ortfG28t,,,,,48.4992981,-123.4002991,test,,1,5,2,5,1,4,5,2,5,2,2,5,4,1,2,1,4,3,1,2,5,2,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_1Yog1OZ7Gg51QA5,,,,,48.4992981,-123.4002991,test,,1,3,4,5,4,2,2,5,4,2,4,2,1,1,1,4,4,1,2,2,5,2,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_9v6HTSFtQ1d1VMF,,,,,48.4992981,-123.4002991,test,,4,3,5,5,3,3,5,5,1,1,3,3,5,3,5,2,5,3,4,3,1,5,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_6QnUY7SNc9GxIhf,,,,,48.4992981,-123.4002991,test,,5,5,4,2,1,4,1,2,3,4,2,5,4,4,5,1,2,2,1,3,4,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_9ZaibQP9iSZcOP3,,,,,48.4992981,-123.4002991,test,,4,4,3,3,3,4,2,1,4,3,1,3,3,3,5,1,3,5,3,1,1,1,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_cuOIOHLIcsdOkYZ,,,,,48.4992981,-123.4002991,test,,1,4,5,2,3,4,4,3,3,5,5,4,2,4,2,1,1,3,1,2,1,1,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_ea1G9B2fzQRKV1j,,,,,48.4992981,-123.4002991,test,,5,2,2,5,3,3,3,2,4,2,2,2,2,5,2,4,3,3,1,2,2,2,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_6WfuWtVoDmqDUHz,,,,,48.4992981,-123.4002991,test,,4,2,3,4,2,3,5,1,5,2,2,5,1,5,2,1,4,5,1,3,1,4,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_e2nVs5hwcQTHiVD,,,,,48.4992981,-123.4002991,test,,2,3,3,4,4,2,2,5,5,4,5,4,3,1,3,4,2,5,4,1,3,1,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_0VVmyh5LdOZUPHf,,,,,48.4992981,-123.4002991,test,,3,5,5,3,2,1,1,3,1,1,1,2,3,4,2,5,5,3,3,4,2,4,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_2l7NJWiuV2BWAYZ,,,,,48.4992981,-123.4002991,test,,4,1,4,3,1,5,4,2,5,2,4,1,3,4,5,1,1,4,3,4,3,4,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_09hysG9I2n7AUVT,,,,,48.4992981,-123.4002991,test,,1,1,5,5,2,2,5,1,3,5,5,3,1,2,1,1,5,2,2,5,3,2,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_b2ukgrdDZcKdbc9,,,,,48.4992981,-123.4002991,test,,2,1,4,3,3,5,1,2,4,4,2,4,1,2,4,3,2,2,3,5,1,5,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_1XhWfvRreFYwKmF,,,,,48.4992981,-123.4002991,test,,4,3,4,4,5,4,5,4,1,1,2,1,4,3,5,3,2,4,1,4,2,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_cYHqJaWiDYydX3T,,,,,48.4992981,-123.4002991,test,,3,4,3,2,3,4,2,3,1,5,2,2,2,3,2,5,3,5,5,1,4,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_8vt2h6LJGWimAxn,,,,,48.4992981,-123.4002991,test,,5,2,3,5,4,3,1,2,4,5,3,2,5,1,5,3,1,3,3,4,4,3,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_1MRMg2lDKOts0K1,,,,,48.4992981,-123.4002991,test,,5,3,1,1,2,1,4,4,1,1,3,4,4,5,2,4,3,2,3,4,5,4,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_7P5U4eL1JsZho7X,,,,,48.4992981,-123.4002991,test,,2,2,1,3,5,2,4,4,4,3,2,4,3,2,4,4,3,5,3,1,2,4,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_29UzBmUyWin7zMN,,,,,48.4992981,-123.4002991,test,,4,5,4,2,3,4,2,3,2,2,4,5,1,1,5,3,4,4,5,3,3,5,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_6LIbUDxTX9DsnIx,,,,,48.4992981,-123.4002991,test,,2,3,3,4,2,2,1,5,3,5,4,3,4,4,3,5,5,2,4,3,4,2,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_9EytdYncYUddr49,,,,,48.4992981,-123.4002991,test,,5,1,1,3,1,5,3,4,4,5,1,3,1,5,3,2,4,1,5,1,1,3,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_blwaZ7JqaYOULrL,,,,,48.4992981,-123.4002991,test,,2,5,1,4,1,5,4,3,2,3,3,3,4,1,1,5,3,4,3,1,3,3,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,1,1,2019-07-13 11:34,R_bpB8tMpeIGo06ep,,,,,48.4992981,-123.4002991,test,,1,4,1,4,4,4,4,3,3,5,4,2,2,1,4,3,5,4,3,5,1,5,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_5hFpZkgAPXNJpuB,,,,,48.4992981,-123.4002991,test,,5,2,5,4,3,2,1,2,4,4,3,5,2,5,3,3,3,2,3,5,4,4,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_0ulwRhwPahjRJMp,,,,,48.4992981,-123.4002991,test,,3,5,5,4,5,4,5,1,5,3,5,4,2,2,5,1,1,5,2,3,3,2,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_0xpCW2aavKmAHVr,,,,,48.4992981,-123.4002991,test,,2,3,4,3,3,5,3,1,1,1,5,3,3,2,4,1,5,1,5,4,2,1,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_3syByg2Ktfno2vX,,,,,48.4992981,-123.4002991,test,,3,1,2,4,1,5,5,2,4,5,2,1,2,5,5,2,3,4,2,5,1,1,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_6VCSdtCGJhtSPbv,,,,,48.4992981,-123.4002991,test,,3,4,5,2,4,3,1,1,3,2,5,2,4,1,3,3,5,4,1,4,5,1,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_79bfowIemsJ19Zz,,,,,48.4992981,-123.4002991,test,,2,2,5,3,3,2,3,3,3,2,5,1,5,3,1,2,5,3,2,1,1,3,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_0uGTAqvg3MR5mzr,,,,,48.4992981,-123.4002991,test,,2,1,4,2,2,2,5,3,1,4,1,4,3,5,4,5,1,5,2,2,5,5,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_dosEKOIBD3CvlpH,,,,,48.4992981,-123.4002991,test,,1,4,1,2,5,1,4,2,1,5,2,5,1,4,4,2,2,5,1,1,3,5,2
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_0cR0GRdaLfyqhyB,,,,,48.4992981,-123.4002991,test,,3,4,3,1,3,5,5,3,2,3,4,4,3,5,1,4,3,1,5,2,3,2,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_1O1RmFz0Lpy6N6d,,,,,48.4992981,-123.4002991,test,,1,1,1,5,2,1,5,2,2,2,1,3,4,4,5,2,4,2,5,3,2,2,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_4Jf2CAijKSDV9bv,,,,,48.4992981,-123.4002991,test,,1,1,1,5,3,5,2,3,2,5,5,4,5,2,5,3,5,2,1,4,1,2,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_b9gISjbTwo5XRBj,,,,,48.4992981,-123.4002991,test,,1,3,3,4,4,4,5,2,3,2,1,2,4,3,1,2,1,2,4,2,2,1,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_23j3fDgzSqhF70N,,,,,48.4992981,-123.4002991,test,,5,5,2,3,1,2,1,4,3,1,3,3,3,1,4,4,4,5,5,4,5,2,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_5hCiSQt3viKNoS9,,,,,48.4992981,-123.4002991,test,,2,4,3,2,1,5,1,1,3,2,3,1,3,3,1,4,4,3,1,5,4,2,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_1SLN1F9UA4x1b4F,,,,,48.4992981,-123.4002991,test,,5,4,1,2,4,4,5,5,3,3,3,1,2,1,3,3,3,5,5,2,5,5,1
2019-07-13 11:34,2019-07-13 11:34,2,,100,1,1,2019-07-13 11:34,R_01W7MyPk8CutG85,,,,,48.4992981,-123.4002991,test,,3,4,2,2,1,2,5,2,1,5,2,5,2,1,1,3,3,1,1,2,3,2,5
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_efcwYPyaIkeVCYt,,,,,48.4992981,-123.4002991,test,,5,1,2,1,3,1,5,2,1,1,5,5,3,3,1,3,3,5,1,4,4,4,3
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_8B2KVXyYY179kXP,,,,,48.4992981,-123.4002991,test,,5,1,5,4,5,5,4,4,3,1,4,2,2,1,3,5,1,3,4,5,5,3,4
2019-07-13 11:34,2019-07-13 11:34,2,,100,0,1,2019-07-13 11:34,R_dbyVnnAjVpIjPGl,,,,,48.4992981,-123.4002991,test,,3,2,1,2,3,1,1,4,1,4,2,3,5,5,5,2,3,1,2,5,2,1,5
