StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,MCASS_1,MCASS_2,MCASS_3,MCASS_4,MCASS_5,MCASS_6,MCASS_7,MCASS_8,MCASS_9,MCASS_10,MCASS_11
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_5nGoZwA55stFKCx,,,,,48.4992981,-123.4002991,test,,3,2,1,3,5,1,3,3,1,5,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_1A08nxLF4WZz6YZ,,,,,48.4992981,-123.4002991,test,,4,1,2,1,5,5,5,5,5,4,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_0oeyjT5nIKFB5HL,,,,,48.4992981,-123.4002991,test,,2,2,3,3,4,3,2,5,2,4,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6savAh40v5FGywJ,,,,,48.4992981,-123.4002991,test,,3,1,2,1,1,1,5,2,5,1,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_eJKtChAYVucB46V,,,,,48.4992981,-123.4002991,test,,4,5,4,3,4,3,4,4,5,4,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_eSdInHCfWnYzfEx,,,,,48.4992981,-123.4002991,test,,1,2,5,5,2,1,5,2,2,5,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,1,1,2019-07-17 16:07,R_3QaTUFwfFjfffEh,,,,,48.4992981,-123.4002991,test,,1,4,1,2,1,2,1,4,3,2,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_9nsWsuc11rkT2wB,,,,,48.4992981,-123.4002991,test,,4,1,4,4,4,3,1,1,3,5,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_3fwM3csZLGV2FE1,,,,,48.4992981,-123.4002991,test,,3,3,4,4,2,2,2,5,5,3,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_0VD35tFx6G5UxoN,,,,,48.4992981,-123.4002991,test,,4,5,1,3,4,2,3,4,3,1,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_cDdCKLJp2YoAHSR,,,,,48.4992981,-123.4002991,test,,3,3,3,3,4,1,3,2,5,5,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_0jLsJNDeW29rsTr,,,,,48.4992981,-123.4002991,test,,1,1,1,2,2,3,4,1,5,5,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_26lg4R2j4MhSN0N,,,,,48.4992981,-123.4002991,test,,2,4,2,5,5,1,2,2,1,1,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_5pT0MQ0zr9E6HA1,,,,,48.4992981,-123.4002991,test,,3,2,2,5,5,5,1,2,3,2,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_0f7gzG4XdS3eVpz,,,,,48.4992981,-123.4002991,test,,4,5,5,1,3,2,4,1,5,4,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_bd24dlf77nRouTr,,,,,48.4992981,-123.4002991,test,,1,5,2,2,1,1,1,2,4,2,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_41nmieR2u1JruFn,,,,,48.4992981,-123.4002991,test,,2,4,5,2,1,3,4,4,2,5,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_eQWTDSIvzQAR9m5,,,,,48.4992981,-123.4002991,test,,4,2,4,1,2,1,4,4,2,4,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_01C8kNSdL9JaGvb,,,,,48.4992981,-123.4002991,test,,3,2,3,5,3,3,4,4,2,2,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_02lAh1yODT85bil,,,,,48.4992981,-123.4002991,test,,5,1,2,3,5,1,2,4,1,3,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_37CGKAyMnK3xMot,,,,,48.4992981,-123.4002991,test,,5,1,1,3,5,3,5,2,2,1,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_a9IpNvjLMjiZxVH,,,,,48.4992981,-123.4002991,test,,5,3,3,3,1,3,2,3,4,5,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_8bOJRd0Ok3LT4ZD,,,,,48.4992981,-123.4002991,test,,4,3,1,5,3,3,4,3,1,1,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_9zPCJPwdFqgsHat,,,,,48.4992981,-123.4002991,test,,3,4,5,4,1,2,5,4,1,1,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_2c9v8kdBPCU3ZwV,,,,,48.4992981,-123.4002991,test,,1,3,1,4,2,5,4,4,4,1,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_7QzGL9kmwq2OFsp,,,,,48.4992981,-123.4002991,test,,1,1,5,1,1,5,4,1,2,1,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_8joOdPyfQKNdyIZ,,,,,48.4992981,-123.4002991,test,,4,5,1,2,3,5,1,1,5,4,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_3P0COZlJiCziQ8R,,,,,48.4992981,-123.4002991,test,,3,1,3,5,5,1,4,4,2,3,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_bapXikHs2yB25WR,,,,,48.4992981,-123.4002991,test,,5,2,2,5,5,2,3,3,5,1,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_8iSS8ETkMSDpDGB,,,,,48.4992981,-123.4002991,test,,2,2,3,3,2,1,4,2,4,3,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_2aQPgnxzUT4Xr5H,,,,,48.4992981,-123.4002991,test,,3,2,3,4,5,3,3,3,3,4,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_eURrsYLgwcw2IzX,,,,,48.4992981,-123.4002991,test,,4,1,2,3,2,5,3,1,5,1,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6V7wlYB2XRS2YyV,,,,,48.4992981,-123.4002991,test,,2,5,3,5,4,2,3,4,3,4,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_1ZiaLcUV9UmSoVT,,,,,48.4992981,-123.4002991,test,,2,5,1,4,2,5,3,5,5,1,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_3IqlKUqcivtlQSF,,,,,48.4992981,-123.4002991,test,,5,5,2,2,1,5,4,5,3,4,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_25Ce5QmNRSpcEkJ,,,,,48.4992981,-123.4002991,test,,4,3,4,1,2,3,1,1,2,4,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_7NCRXaEq35wmg0B,,,,,48.4992981,-123.4002991,test,,3,1,3,3,1,1,3,1,2,5,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_1EYaIfsWTIIwW3P,,,,,48.4992981,-123.4002991,test,,4,5,5,5,2,3,5,2,3,4,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_0VTKknOUGk4dKCh,,,,,48.4992981,-123.4002991,test,,5,4,4,5,3,4,2,2,2,2,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_dimon1ugRa0DNKB,,,,,48.4992981,-123.4002991,test,,1,1,2,5,2,5,2,1,4,5,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_3PdYQPjJpkw3xWt,,,,,48.4992981,-123.4002991,test,,3,1,5,2,4,4,3,5,1,2,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_2slYJgLpOUVoe7r,,,,,48.4992981,-123.4002991,test,,3,3,2,3,5,2,4,1,5,4,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_1NvyaPI9TBhubkh,,,,,48.4992981,-123.4002991,test,,2,5,2,1,5,4,3,4,4,3,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6rnYglwg5kIf0s5,,,,,48.4992981,-123.4002991,test,,4,2,5,5,2,5,1,1,1,5,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_73dbZX4jZkbPLfv,,,,,48.4992981,-123.4002991,test,,5,2,4,1,4,5,1,5,3,2,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_eFKFMfieKQgjVv7,,,,,48.4992981,-123.4002991,test,,5,1,3,3,4,4,3,5,2,3,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_9vHEV0mrJoa4sSh,,,,,48.4992981,-123.4002991,test,,4,1,2,1,5,4,5,5,4,3,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_0ilyc3woICh6wKh,,,,,48.4992981,-123.4002991,test,,4,3,5,5,2,4,4,5,4,5,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_1MlQpMebALZ3JZ3,,,,,48.4992981,-123.4002991,test,,3,5,2,3,4,4,4,2,4,4,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_79yA0UZ2twn75Gt,,,,,48.4992981,-123.4002991,test,,4,4,2,2,3,3,1,4,4,4,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_cOdbYoGNxqHVjJX,,,,,48.4992981,-123.4002991,test,,4,4,1,1,5,5,3,5,5,1,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6QIN42JCFeu5L7L,,,,,48.4992981,-123.4002991,test,,1,3,3,2,2,5,4,3,3,2,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_ePcWJkg7IDAC5Fz,,,,,48.4992981,-123.4002991,test,,2,1,5,1,2,5,3,1,1,3,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_0DnHoehfAXR7kdD,,,,,48.4992981,-123.4002991,test,,4,2,3,3,3,4,5,2,5,2,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6naj37SEzreLvLL,,,,,48.4992981,-123.4002991,test,,3,5,2,3,3,3,1,5,4,5,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_1ZdS4AL5YNVPCg5,,,,,48.4992981,-123.4002991,test,,4,4,5,1,4,3,2,4,3,1,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_dj0q8MjI8shZo3j,,,,,48.4992981,-123.4002991,test,,4,2,5,3,4,5,5,4,5,5,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_7PC8yG7nmQdQqIl,,,,,48.4992981,-123.4002991,test,,5,5,2,3,3,5,3,3,3,5,4
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_bgbuwPdy1OxQoVT,,,,,48.4992981,-123.4002991,test,,5,2,5,4,4,4,4,5,2,4,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6E7yxoxZFg8y0Yt,,,,,48.4992981,-123.4002991,test,,3,3,5,4,2,1,1,1,3,5,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_5hcbbr5ehX9CLbL,,,,,48.4992981,-123.4002991,test,,4,2,2,1,4,5,2,4,4,5,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_aeOL8HGucCx1g9v,,,,,48.4992981,-123.4002991,test,,3,3,2,4,2,1,5,1,2,1,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_bKrqeD5BSFzC9wh,,,,,48.4992981,-123.4002991,test,,3,4,4,3,3,4,4,5,1,2,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_cJ8KfvPOE4KSxYp,,,,,48.4992981,-123.4002991,test,,2,5,4,1,4,2,4,4,4,2,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_dbrGY37hjGNIwjb,,,,,48.4992981,-123.4002991,test,,2,3,2,1,1,3,4,5,4,4,3
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_07kCaWFC8RvEkPr,,,,,48.4992981,-123.4002991,test,,2,1,1,3,3,1,4,2,2,3,2
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_6FiIi3bM6hPV7Rr,,,,,48.4992981,-123.4002991,test,,1,2,3,3,4,3,2,3,2,3,5
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_9NAMOwtJd63z1Ih,,,,,48.4992981,-123.4002991,test,,4,1,3,2,5,3,3,3,3,3,1
2019-07-17 16:07,2019-07-17 16:07,2,,100,0,1,2019-07-17 16:07,R_3RhlIxu7wUKnxI1,,,,,48.4992981,-123.4002991,test,,2,1,4,3,4,5,1,3,1,5,2
