StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q6,Q7,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_13,Q3_14,Q3_15,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q9,Q10,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q15,Q13,Q14
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_3h0X3OHycyYG3iZ,,,,,48.44960022,-123.302597,test,,2,1,0,4,1,1,3,1,0,0,0,1,0,2,0,0,2,2,2,0,1,4,1,3,4,"Ullamcorper scelerisque tempor per? Metus blandit quam? Lorem venenatis, rhoncus, posuere turpis tempora odio. Tempor.",1,2,1,2,2,0,3,4,2,0,2,2,1,2,1,2,3,4,0,0,2,1,1,1,1,0,Atque potenti quis vel imperdiet orci luctus sollicitudin cras temporibus eu facilisi vivamus! Natoque.,2,1,4,1,0,4,4,0,1,0,3,3,4,1,2,1,1,1,1,2,1,1,0,1,1,3,1,1,"Eleifend mi, sem! Odio velit. Faucibus aliquam nonummy ut eu. Ipsum.",2
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_3PkbAJNGCuBRe4Z,,,,,48.44960022,-123.302597,test,,3,3,3,1,1,3,1,1,3,4,1,0,2,3,2,3,1,1,2,4,2,4,3,4,1,Amet ut ultrices potenti tortor vitae mattis? Fusce vivamus. Montes montes platea odio. Posuere.,2,0,4,3,1,1,1,2,2,0,1,2,2,3,2,3,1,1,4,2,1,3,3,1,0,0,Etiam. Cras phasellus? Consectetuer quis maecenas vitae diam mattis. Ipsum nibh dui facilisi aliquet. At.,2,4,0,0,4,3,1,4,0,1,2,1,1,0,1,3,1,3,0,3,0,0,2,4,3,1,1,1,"Eros! Elementum nunc lectus erat? Non a montes tincidunt ultrices potenti mattis, blandit lacus.",2
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_cScP0Qyutx8jBhr,,,,,48.44960022,-123.302597,test,,1,2,0,2,1,0,0,3,4,1,4,3,0,3,2,0,3,2,1,3,1,3,2,0,1,"At rutrum platea ut velit tellus commodo, nunc duis est.",2,3,2,3,4,1,1,4,0,0,1,1,4,1,2,2,2,3,3,4,3,0,0,1,0,1,Bibendum mi sapien. Ligula leo leo eget montes cras bibendum egestas montes ipsum! Eu fringilla.,1,1,3,0,2,1,2,4,4,3,2,2,1,0,1,3,1,4,0,3,2,4,1,4,3,0,2,1,"Curabitur sit nec, pharetra culpa tincidunt eros diam arcu rhoncus tempora tortor bibendum id sagittis.",2
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_6lZ605L09mM78qx,,,,,48.44960022,-123.302597,test,,4,3,4,3,3,1,0,1,2,2,0,3,4,3,4,3,1,1,0,3,4,4,4,0,1,Consectetuer vulputate rhoncus massa per facilisi? Elementum pretium commodo sapien rutrum phasellus porttitor.,1,4,0,3,1,3,2,3,3,2,1,0,0,2,4,4,0,1,0,0,4,0,0,2,3,3,Ante sapien dapibus nibh scelerisque elementum mauris magnis. Quam? Elementum.,1,2,3,1,1,4,3,0,1,3,0,0,4,2,1,0,1,0,3,0,1,1,3,2,4,1,4,1,"Elit magnis, magna sagittis vulputate gravida ante posuere enim maecenas. Cursus.",1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_dbzlncjcCaw5HcF,,,,,48.44960022,-123.302597,test,,1,4,0,4,3,1,0,3,3,3,1,2,4,4,2,3,0,1,1,0,1,3,0,4,3,Magna arcu vestibulum vel sem tempora commodo ante magnis primis pede justo temporibus platea.,1,4,4,1,4,3,0,4,1,1,1,0,0,1,3,2,0,2,3,0,4,1,1,4,4,1,"Amet aliquam ante per. Consectetuer. A in velit proin, cras auctor consequat ultricies cras. At.",2,3,2,1,4,3,2,4,0,3,2,1,2,0,0,1,1,3,2,0,3,3,2,2,4,3,0,1,"Faucibus tempus platea duis auctor! Fermentum, cursus ligula per lectus! Magna imperdiet.",1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_3lV3gS5ZdNq5Rc1,,,,,48.44960022,-123.302597,test,,3,2,4,1,0,1,3,4,2,4,4,1,1,2,1,0,4,3,4,0,4,2,1,1,0,"Sapien, aliquet ullamcorper pharetra euismod metus wisi suscipit nulla? Convallis iaculis integer! Suspendisse. Eget.",1,4,4,3,3,0,3,1,1,1,1,2,2,2,4,3,2,3,2,0,2,3,1,1,2,2,A sit mauris dolorem est cras? Est dolor. Mauris ligula. Nec vestibulum.,1,3,3,4,4,3,3,2,0,3,1,1,3,4,2,2,1,4,3,1,2,0,3,0,1,4,2,1,"Fermentum? Porttitor. Ante, et? Gravida? Purus purus cursus eros a amet sem.",1
2019-07-10 16:06,2019-07-10 16:06,2,,100,1,1,2019-07-10 16:06,R_ehT7zsBAmLCcZWR,,,,,48.44960022,-123.302597,test,,1,0,1,3,2,3,0,0,2,3,4,1,2,2,2,0,1,2,1,3,0,1,3,2,2,Facilisi aliquam proin euismod viverra duis ultrices orci ultrices. Ante tortor etiam arcu ligula.,1,3,2,1,4,2,3,2,4,3,4,1,2,2,1,1,0,1,3,2,3,4,1,4,2,1,Vulputate! Accumsan volutpat interdum dignissim potenti pellentesque atque pharetra sagittis sapien facilisis eu nonummy suscipit.,1,4,4,4,4,0,0,3,4,4,0,4,1,2,4,2,1,4,4,1,3,2,0,4,4,0,3,1,"Tincidunt felis. Vulputate mi at suscipit donec, atque fusce natoque magna vivamus pretium.",1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_1NArl0nGbpk778x,,,,,48.44960022,-123.302597,test,,3,2,1,1,2,2,0,4,0,3,3,4,4,0,2,0,2,3,2,0,1,0,0,3,1,Per sapien tempora. Fermentum accumsan? Duis. Eu. Sollicitudin. Consequat! Amet sagittis. Porta nec interdum auctor.,1,0,3,2,3,3,2,3,0,2,0,2,2,0,3,2,4,2,0,4,4,2,1,1,1,1,"Interdum vivamus vestibulum mattis? Dolorem. Wisi. Erat per, convallis orci quis volutpat justo lorem.",1,2,2,3,3,2,3,4,4,1,0,2,1,2,2,1,1,4,2,3,4,2,0,3,3,1,0,1,Et nibh magnis maecenas placerat consequat fringilla urna eleifend primis nonummy gravida velit natoque lorem.,2
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_aYrwnsbh4Ou9B5P,,,,,48.44960022,-123.302597,test,,4,2,1,4,2,3,1,3,1,1,1,4,4,4,0,2,0,2,1,4,0,3,0,0,1,Etiam ligula magnis montes luctus elementum quam eu! Vitae vitae aenean at nec interdum.,1,1,3,4,2,2,3,0,1,0,0,1,3,3,3,0,2,0,3,0,2,2,4,1,2,1,Porta? Leo laoreet. Iaculis phasellus porttitor fusce magnis orci. Ante quis. Sem.,2,0,2,4,4,4,2,0,3,4,0,1,2,4,1,2,1,3,4,2,3,0,2,1,3,4,0,1,"Elementum justo. Fusce vehicula atque etiam fusce egestas, ultrices fusce orci bibendum.",1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_5d1kMUyHGx1ZRch,,,,,48.44960022,-123.302597,test,,2,1,3,4,4,2,3,4,4,0,2,4,4,2,1,0,1,3,2,3,0,3,2,4,4,Eget ligula wisi purus metus aliquet sodales consectetuer lacus laoreet. Posuere faucibus vel. Non ab.,1,2,3,2,3,1,3,3,3,3,0,3,4,1,2,2,2,0,2,1,0,4,3,4,1,3,Cursus nullam cursus fringilla arcu platea ligula quis. Fermentum velit. Commodo vehicula ut.,1,0,3,2,1,3,1,3,2,3,4,3,0,3,1,0,1,4,1,1,4,0,1,4,4,3,2,1,"Dolor vulputate faucibus. Sagittis auctor, ridiculus. Enim ligula. Enim id cursus proin, risus fusce.",1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_82nmVNalfomC6hL,,,,,48.44960022,-123.302597,test,,4,2,0,2,1,4,0,4,3,2,2,3,3,3,1,2,0,2,2,0,4,2,1,4,0,"Lacus commodo dui sollicitudin est, et id tempora interdum elit sapien temporibus. Accusamus cursus.",2,4,4,2,1,2,0,3,2,3,0,3,1,1,3,4,1,3,3,1,4,4,1,3,2,1,"Vivamus. Lectus, platea eget tincidunt pellentesque dolor sodales malesuada. Morbi sed donec sem accusamus malesuada.",2,1,1,0,1,4,2,0,3,0,1,2,2,4,3,1,1,1,0,1,3,1,0,1,4,0,3,1,Pede dolor leo massa sapien nibh luctus dolor amet velit nonummy malesuada aliquam blandit quam.,2
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_2mFoHpuVaCcVAJD,,,,,48.44960022,-123.302597,test,,1,0,4,4,1,4,3,4,1,3,1,4,1,2,3,1,4,2,3,4,0,0,0,2,0,Volutpat sed consectetuer. Eget. Ridiculus temporibus nullam eu aenean arcu porta euismod a neque.,2,1,1,4,4,3,0,4,2,2,1,2,4,1,1,3,2,2,1,1,1,0,1,3,3,1,Ullamcorper phasellus augue vulputate nullam atque cras ullamcorper quam sapien ullamcorper porta.,1,2,4,2,1,2,1,0,2,3,3,1,2,1,1,0,1,0,1,0,4,3,3,2,2,4,4,1,Placerat id sodales mauris morbi pellentesque suscipit ultricies! Dolorem justo consequat. Quis gravida etiam tempora.,1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_9ZSq5lHMU9XcVUN,,,,,48.44960022,-123.302597,test,,2,3,1,4,2,3,2,3,0,1,4,1,4,3,4,1,2,0,4,2,0,4,4,2,3,"Per. Luctus sed. Potenti, tellus! Ligula rutrum justo venenatis. Etiam.",2,3,2,4,0,3,4,3,2,2,1,4,4,1,3,3,4,2,2,0,2,0,4,1,0,4,"Rhoncus est tempor massa montes risus. Phasellus, convallis pellentesque neque arcu a.",2,0,0,0,3,4,4,4,4,2,2,0,3,1,2,1,1,4,3,4,1,2,2,1,1,0,4,1,"Mauris ligula diam? Volutpat ridiculus, cursus faucibus. Atque! Ridiculus metus. Ante integer etiam quis.",1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_7ZJKzqhSa0peJLv,,,,,48.44960022,-123.302597,test,,0,4,3,2,3,0,1,0,1,0,0,2,4,2,3,2,0,3,0,0,0,2,3,2,2,"Vestibulum placerat eget duis, cras ut. Culpa potenti? Elementum iaculis volutpat! Temporibus maecenas mauris.",2,0,2,2,0,1,3,4,1,3,0,2,2,3,3,2,0,2,0,1,1,3,2,4,4,0,Fusce urna luctus. In mauris accusamus amet ridiculus eleifend facilisi. Scelerisque luctus urna.,1,1,3,1,3,2,0,4,0,2,2,3,4,2,0,2,1,3,4,4,2,0,4,0,2,1,4,1,Culpa purus pharetra gravida suscipit felis dolorem eros. Vestibulum malesuada convallis.,2
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_0Dmm5cIdDIXRByZ,,,,,48.44960022,-123.302597,test,,2,1,4,0,0,1,0,1,4,3,2,3,1,2,4,1,3,0,3,1,0,1,4,2,2,"Ultricies eu suscipit quis massa tortor, gravida quis sed ligula etiam. Erat.",2,1,0,1,4,0,4,1,4,0,0,3,0,3,2,1,2,0,2,3,0,1,2,1,3,4,"Vivamus iaculis! Risus, atque venenatis! Molestie est. Blandit iaculis enim commodo urna! Lorem.",1,0,3,3,1,4,3,4,0,1,2,1,3,4,2,2,1,3,2,3,0,1,1,1,1,2,0,1,Nibh mauris blandit euismod vulputate ipsum euismod. Posuere phasellus erat! Accusamus auctor.,1
2019-07-10 16:06,2019-07-10 16:06,2,,100,1,1,2019-07-10 16:06,R_dm6m2L5NFNGtiSx,,,,,48.44960022,-123.302597,test,,0,0,3,3,0,1,2,4,0,0,3,2,1,1,3,2,0,3,0,1,3,0,2,0,2,"Risus dolorem. Per ullamcorper interdum id in neque mi. Mi, mauris sodales tincidunt metus! Wisi.",2,1,4,3,0,2,3,1,1,0,2,0,3,0,1,4,2,1,1,4,1,4,3,4,0,3,"Ipsum, phasellus. Consequat rhoncus elementum magna wisi dignissim atque ipsum cras.",1,0,1,1,4,3,4,4,3,4,0,3,4,4,4,1,1,0,3,0,1,3,1,1,4,2,0,1,Malesuada dignissim auctor enim vivamus urna eros fringilla magnis! Pretium commodo elit sodales laoreet cursus.,1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_0NiVXWAy0JqoTYN,,,,,48.44960022,-123.302597,test,,3,1,1,4,0,3,4,3,0,2,3,2,3,0,3,4,3,0,3,1,4,2,3,3,1,Metus sapien praesent montes. Elit ac. Sapien integer placerat! Elit. Imperdiet est facilisi eleifend.,1,4,3,3,3,0,1,1,4,0,4,2,1,4,1,1,3,2,4,4,2,1,2,3,0,3,Phasellus turpis pharetra etiam velit vel elit vehicula commodo culpa sem.,1,3,4,2,2,4,0,2,4,0,4,3,2,4,1,3,1,4,1,4,1,3,1,1,4,1,1,1,Gravida facilisi consequat? Eget tortor eleifend? Phasellus tempora tellus amet wisi.,1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_8pulG7PQrOIsdpP,,,,,48.44960022,-123.302597,test,,3,1,3,4,3,0,4,1,4,0,1,4,2,4,3,0,2,1,3,2,1,2,0,2,1,Nulla enim enim. Orci gravida culpa tempora ipsum odio nulla risus volutpat augue nunc viverra.,2,1,2,0,4,4,2,1,1,1,0,3,1,4,1,3,3,4,1,1,2,0,3,4,1,0,Felis rhoncus malesuada. Placerat! Rutrum a commodo! Dolorem nec faucibus.,1,2,0,4,4,1,1,1,1,2,2,3,4,4,3,2,1,2,2,0,4,1,2,3,1,2,2,1,"Iaculis, nulla! Purus molestie elit lectus et fusce pharetra velit pede? Metus mi. Magna quis.",1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_aXCy45r4oiBMy33,,,,,48.44960022,-123.302597,test,,3,4,2,3,2,3,4,3,0,2,2,1,1,3,0,4,3,1,2,1,0,0,1,2,3,Mi. Accumsan atque dignissim primis auctor scelerisque commodo ullamcorper sodales eleifend euismod sollicitudin est? Diam.,2,3,2,4,1,2,4,4,1,0,1,0,2,0,1,3,0,0,2,2,3,2,3,4,1,4,Metus in rhoncus suscipit odio interdum eu consectetuer! Pede primis.,2,1,3,3,2,4,2,3,4,4,1,3,2,1,4,2,1,3,0,0,4,1,1,1,3,2,4,1,"Dapibus arcu ut sed! Amet suspendisse facilisis, metus interdum a fusce. Curabitur scelerisque temporibus.",2
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_6EYdAr9XaANqCix,,,,,48.44960022,-123.302597,test,,3,2,4,2,3,2,0,2,1,2,4,2,2,0,0,3,1,2,0,1,1,2,4,3,3,"Etiam vulputate luctus temporibus dignissim, cursus diam velit vestibulum ridiculus non, suspendisse.",1,1,1,0,4,1,3,3,0,1,2,1,1,3,0,1,0,1,0,2,0,4,2,0,2,0,Quam lectus malesuada? Odio auctor vulputate. Mi? Lacus! Ligula lectus? Magnis? Quis arcu lectus.,2,1,1,0,2,2,1,3,3,4,1,2,1,4,3,0,1,0,1,3,4,3,4,0,1,4,1,1,Nibh imperdiet quam massa ridiculus mauris risus vestibulum duis molestie? Nonummy ridiculus amet scelerisque? Elit.,2
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_4YqQuSsNMd6Z3a5,,,,,48.44960022,-123.302597,test,,3,1,4,3,0,0,3,2,2,2,4,4,0,0,2,3,1,0,3,3,4,0,0,1,3,"Dui sodales eget placerat aliquam aliquam mi commodo, mi cras? Elit non primis.",2,4,3,2,3,2,4,4,0,4,1,4,3,0,4,3,0,2,2,3,3,1,4,4,2,1,"Iaculis sem etiam consequat elit fusce. Tempora, vehicula et accumsan leo interdum suspendisse egestas pharetra.",2,1,3,0,4,3,1,2,2,4,3,1,2,1,0,1,1,4,3,1,1,3,2,4,0,0,1,1,"Pede tortor aenean mattis, tempus est, nibh vulputate nulla quis.",2
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_cOBaoftr6ncSiup,,,,,48.44960022,-123.302597,test,,4,0,1,3,3,2,3,1,2,0,3,0,3,4,2,1,2,0,0,2,1,1,3,2,2,"Morbi iaculis pede pede vitae? Magnis. Ultricies quam, purus ipsum sit est interdum? Vel. Vivamus.",1,2,2,4,4,1,1,2,2,3,2,1,0,1,4,2,0,1,2,4,3,2,4,1,4,4,"Fermentum vitae leo phasellus. Dolor orci pellentesque ultrices, venenatis lectus sagittis ut. Laoreet ut vel.",2,3,0,2,0,4,3,4,4,2,1,3,0,4,4,3,1,0,3,2,2,2,3,3,3,4,2,1,Faucibus placerat mi odio orci maecenas. Augue culpa! Wisi a vitae luctus praesent lorem.,1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_7aFiMYRtM38CHnD,,,,,48.44960022,-123.302597,test,,1,0,4,2,4,1,1,1,1,0,1,4,4,3,0,2,0,1,2,2,3,2,1,1,4,Commodo. Metus iaculis viverra viverra faucibus! Elementum suscipit natoque viverra.,2,2,4,2,2,0,0,2,4,1,4,2,0,1,3,4,4,3,2,0,0,0,4,1,2,4,"Porta. Maecenas, cursus vulputate non vel. Atque nulla volutpat molestie orci et? Auctor.",1,3,0,3,2,4,4,0,1,2,1,3,2,4,1,1,1,1,3,2,3,3,3,1,2,4,0,1,Dui dui potenti mi. A nunc purus est ullamcorper ullamcorper commodo culpa id wisi bibendum.,1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_1z9UFZXJ4DP1ICF,,,,,48.44960022,-123.302597,test,,2,1,4,2,2,1,0,4,0,3,2,3,0,2,2,3,2,3,0,2,2,4,0,3,2,Placerat blandit malesuada pede? Et. Erat faucibus! Sollicitudin maecenas nullam justo mi dictumst.,2,4,2,0,3,0,1,3,0,1,4,2,3,1,4,4,4,3,0,0,3,1,1,0,0,3,"Vel eros? Iaculis posuere! Pellentesque, dolorem placerat vehicula justo. Maecenas nec.",2,0,1,1,4,0,2,3,3,1,3,1,2,3,0,3,1,1,4,3,0,4,4,1,2,2,0,1,Potenti dapibus. Velit? Et velit tellus risus ut convallis quis dictumst sed eget.,1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_8bTSUhEUsfm2x3D,,,,,48.44960022,-123.302597,test,,3,1,2,2,3,4,3,0,4,1,0,4,1,2,4,0,0,4,0,0,3,1,0,0,0,Gravida dolorem ullamcorper pellentesque atque curabitur pellentesque gravida platea non tempor.,1,2,1,4,0,0,3,3,4,1,2,3,4,4,3,2,0,0,2,2,2,0,4,4,0,4,Cras! Ultricies ultrices quam enim porta euismod facilisi. Ullamcorper ridiculus gravida tellus pretium cras? Magna.,1,1,3,1,3,1,0,4,1,2,3,4,1,3,1,2,1,1,2,1,0,0,2,3,0,3,1,1,Diam tincidunt accumsan rutrum magna luctus bibendum quis augue aenean dapibus! Iaculis ac blandit! Non.,2
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_3sITJk6oDZtbynz,,,,,48.44960022,-123.302597,test,,4,1,2,2,4,0,0,2,3,3,4,0,2,0,1,1,0,0,2,0,4,4,3,4,4,"Posuere rhoncus. Amet. Aenean nec, tellus nonummy porttitor ullamcorper commodo ullamcorper! Aenean? Molestie dolorem.",2,2,3,4,0,4,3,4,4,1,3,0,3,4,3,4,2,1,4,2,0,4,3,0,4,2,"Fermentum auctor ipsum vulputate vulputate, et curabitur, malesuada? Aenean pretium bibendum, velit.",1,1,4,1,3,1,2,0,1,4,3,0,4,4,4,2,1,3,4,4,4,4,1,3,0,3,4,1,"Sit magnis nunc leo? Commodo ultricies lectus faucibus magna ante? Iaculis. Potenti, dapibus.",1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_5z2VPKj2S7Jbt5j,,,,,48.44960022,-123.302597,test,,3,3,0,1,1,0,3,1,4,2,3,2,1,4,0,4,1,3,0,4,4,3,2,2,4,Faucibus accumsan est viverra aenean lectus. Ligula accusamus vel. Sollicitudin felis.,2,4,0,1,0,1,3,1,0,3,1,3,2,1,1,3,3,4,0,2,0,1,4,4,1,3,"Quam lacus ullamcorper. Elit, tincidunt pellentesque ultricies nec lorem. Temporibus metus maecenas, cras magnis! Amet.",2,1,4,3,3,1,4,3,1,1,4,4,3,0,0,3,1,3,1,4,3,2,1,3,2,2,4,1,Erat id consequat elit vel diam etiam cras! Maecenas dignissim. Non ullamcorper mattis pretium.,1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_b8CQmuFucnKwqyN,,,,,48.44960022,-123.302597,test,,2,1,1,0,3,4,1,0,4,1,1,1,3,1,3,0,1,3,0,0,2,0,0,1,0,Malesuada! Venenatis arcu etiam dignissim primis cursus praesent aliquet neque.,2,1,4,4,2,1,2,2,1,4,0,4,1,2,3,1,3,0,2,2,4,0,0,4,0,1,Arcu dictumst! Facilisis? Lacus malesuada at potenti. Dictumst dapibus sollicitudin eget rutrum volutpat? Pede.,1,0,2,0,3,0,1,3,3,2,3,0,4,2,3,2,1,0,4,0,2,4,2,3,3,1,1,1,Nec sodales dui velit culpa blandit enim eu tempora? Massa commodo scelerisque justo.,2
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_bOzpOmm1WqxVw9v,,,,,48.44960022,-123.302597,test,,1,2,4,0,4,1,1,2,0,0,4,0,0,4,3,0,4,4,4,2,4,4,1,0,3,"Nonummy morbi, auctor? Volutpat proin non cursus? Commodo duis metus.",2,0,4,2,1,1,0,2,1,0,3,1,4,4,3,1,2,0,4,3,4,2,1,2,0,3,Nibh fringilla ac platea. Placerat metus dignissim ullamcorper culpa a nulla.,2,2,1,1,0,2,1,4,1,3,4,4,0,4,4,2,1,3,0,4,0,3,2,2,3,3,1,1,"Tempus at, massa etiam consectetuer elementum posuere, ante! Enim maecenas erat suscipit.",1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_0fv39bakpB7oiC9,,,,,48.44960022,-123.302597,test,,1,1,4,2,3,1,0,1,1,0,3,2,2,2,4,4,4,4,4,3,3,4,4,3,1,Imperdiet consequat pretium aliquam! Integer quam aliquam vitae dignissim laoreet urna venenatis est.,1,3,0,0,4,1,4,4,0,3,0,4,4,4,4,4,4,4,0,4,4,2,4,1,1,3,Sit mi sem! Ut wisi! At dapibus cras? Facilisis viverra fringilla velit turpis.,1,1,1,2,1,1,2,4,2,3,0,4,4,1,1,2,1,3,3,3,2,3,3,1,2,4,1,1,"Suspendisse tellus lacus ac. Curabitur. Montes posuere dolorem. Metus donec quis porta, commodo.",1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_bdRzyGzuzERrpOt,,,,,48.44960022,-123.302597,test,,2,3,4,3,1,1,3,0,2,4,0,3,4,3,4,3,2,4,2,4,1,1,1,4,2,Magnis purus? Bibendum felis neque massa. Velit? Bibendum ante vitae faucibus purus in id.,2,1,2,2,3,2,2,2,0,3,2,4,4,2,3,3,3,1,4,1,1,4,2,0,4,4,"Ipsum pede ligula est eleifend. Aliquam tortor? Facilisi, magnis sed! Aliquet.",1,3,2,1,4,0,0,2,3,1,2,2,3,0,1,4,1,4,0,4,2,4,0,2,3,4,3,1,Purus mi ac. Sem turpis ut justo primis imperdiet leo potenti rutrum.,2
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_8GSmCGzNRZjW0m1,,,,,48.44960022,-123.302597,test,,2,1,2,4,2,2,3,0,1,0,0,4,3,3,3,1,4,2,3,1,2,4,3,3,4,"Amet, enim commodo suscipit tincidunt a risus sit diam accumsan turpis accusamus.",1,2,1,2,0,3,0,2,4,4,1,4,0,0,4,3,2,2,4,0,4,2,2,4,3,1,Convallis viverra lacus pharetra potenti luctus gravida tincidunt lacus aliquet.,2,1,3,4,0,3,0,3,0,0,2,0,3,2,2,4,1,4,4,2,1,3,0,4,0,0,2,1,"Auctor orci porttitor, odio faucibus ab felis curabitur iaculis mattis. Vehicula sodales. Accusamus eros elit.",2
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_4NuMqKhTFLipSIt,,,,,48.44960022,-123.302597,test,,4,2,3,2,3,3,0,2,3,2,1,2,0,0,0,3,0,2,4,2,3,2,4,2,4,Duis elementum metus. Venenatis molestie mattis tortor risus cras ac bibendum.,2,1,0,3,4,3,0,4,3,3,0,0,1,0,0,3,2,1,2,4,2,1,0,1,4,3,Scelerisque natoque urna nulla maecenas aenean justo! Sodales dolor et molestie nonummy. Facilisis.,1,4,2,1,2,3,4,0,1,3,4,3,4,4,0,0,1,4,1,2,4,1,2,1,4,3,0,1,Volutpat? Fermentum? Tellus vehicula mi tempor dictumst. Commodo arcu rhoncus.,1
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_6XKCz4xwhMjXOyV,,,,,48.44960022,-123.302597,test,,4,0,1,0,3,1,3,0,3,0,2,1,4,1,2,0,0,0,4,2,3,0,1,1,4,Molestie pharetra ab ab pede risus dictumst curabitur cursus pretium phasellus facilisi.,1,0,1,0,0,4,3,3,1,1,4,1,3,1,2,4,3,2,3,2,4,2,3,1,3,1,Convallis velit? Ullamcorper ultrices? Bibendum orci id! Scelerisque sed. Primis.,2,0,1,4,3,0,1,0,2,3,2,2,4,2,4,2,1,0,3,2,3,4,0,1,0,4,4,1,Per. Maecenas? Metus ut rutrum in? Sed eleifend dapibus vivamus iaculis dolor neque. Ac. Dictumst.,2
2019-07-10 16:06,2019-07-10 16:06,2,,100,0,1,2019-07-10 16:06,R_8BV0hyj5P09NuBv,,,,,48.44960022,-123.302597,test,,3,3,1,0,0,2,4,4,0,1,3,3,2,3,1,2,0,1,2,0,3,3,0,0,1,Nunc diam ullamcorper velit phasellus gravida nullam sodales posuere nullam.,2,2,2,4,3,1,4,1,1,0,4,2,3,0,4,1,0,4,1,4,1,4,2,4,1,0,"Temporibus! Justo aliquam gravida tempor faucibus purus ullamcorper quam purus eget justo? Ac, nec.",2,1,4,1,4,4,0,2,1,1,3,3,3,2,1,2,1,0,2,3,4,3,2,0,0,2,4,1,"Scelerisque duis, suscipit venenatis risus risus consectetuer interdum elit? Scelerisque. Accumsan? Eu.",1
