StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,SCSR_1,SCSR_2,SCSR_3,SCSR_4,SCSR_5,SCSR_6,SCSR_7,SCSR_8,SCSR_9,SCSR_10,SCSR_11,SCSR_12,SCSR_13,SCSR_14,SCSR_15,SCSR_16,SCSR_17,SCSR_18,SCSR_19,SCSR_20,SCSR_21,SCSR_22,SCSR_23,SCSR_24,SCSR_25,SCSR_26,SCSR_27,SCSR_28,SCSR_29,SCSR_30,SCSR_31,SCSR_32,SCSR_33,SCSR_34,SCSR_35,SCSR_36,SCSR_37,SCSR_38,SCSR_39
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_eICdwId72NT28a9,,,,,48.44960022,-123.302597,test,,1,5,4,1,1,1,3,4,5,7,2,2,3,5,5,3,7,6,2,7,4,3,1,3,4,4,4,5,2,7,1,5,6,2,5,4,2,4,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_1M7AdDuH7p52fdj,,,,,48.44960022,-123.302597,test,,3,6,5,3,6,1,6,3,7,3,2,3,2,2,2,2,2,1,3,4,7,3,3,7,1,4,7,3,6,2,5,3,2,4,7,4,1,5,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_bf5AkRxplwK6hh3,,,,,48.44960022,-123.302597,test,,2,3,4,7,6,1,3,6,4,5,2,6,3,5,4,7,7,2,4,5,5,3,6,2,1,3,5,1,6,5,3,3,4,3,5,4,5,4,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_8IL7MVtVemFhUYB,,,,,48.44960022,-123.302597,test,,2,5,6,4,4,1,2,3,2,7,7,1,3,2,7,4,1,2,4,6,4,4,7,7,2,6,4,7,6,5,3,4,1,1,4,1,1,4,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_5myeCSDKXrIvsSF,,,,,48.44960022,-123.302597,test,,3,2,4,6,4,3,3,2,2,1,5,3,2,3,6,2,1,6,6,5,1,5,4,5,7,5,1,2,5,5,3,3,3,5,2,6,3,3,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_e2O3pRTFKGI99Pv,,,,,48.44960022,-123.302597,test,,6,4,3,2,5,3,6,7,7,4,4,7,5,5,4,2,2,3,7,1,4,6,4,5,6,5,6,5,5,5,7,3,6,3,6,3,1,3,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_7WpMgUEbm2M3F2d,,,,,48.44960022,-123.302597,test,,2,1,7,7,4,1,7,7,2,4,2,7,3,2,1,5,3,1,2,5,7,1,4,1,5,5,6,4,7,1,6,3,6,5,4,4,4,4,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3UAl4YHleDBm309,,,,,48.44960022,-123.302597,test,,4,4,1,4,6,4,4,1,2,2,7,5,2,5,4,7,2,1,5,2,6,4,6,1,7,3,1,2,7,5,4,3,6,5,2,1,6,2,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3n3pnmkhRu0YR3D,,,,,48.44960022,-123.302597,test,,7,2,6,5,6,6,5,7,2,7,3,3,1,4,1,5,6,6,7,1,2,3,1,3,5,3,5,3,6,7,3,3,3,1,5,6,6,7,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_ex0lbdlYxMOAhdH,,,,,48.44960022,-123.302597,test,,2,3,4,3,7,7,3,5,7,1,5,4,5,3,6,4,6,1,1,6,3,2,1,6,3,1,5,6,6,5,4,7,1,5,3,1,5,2,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3qjVkuLwhDI3kmF,,,,,48.44960022,-123.302597,test,,3,2,7,2,1,7,4,1,1,4,1,1,3,1,4,4,1,3,2,1,6,5,3,7,6,6,7,6,6,5,1,2,4,4,4,3,1,7,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_9nLjpSVRcHGCtjT,,,,,48.44960022,-123.302597,test,,5,4,3,7,2,3,6,6,5,5,1,2,3,1,6,4,7,7,6,3,3,5,1,4,5,7,1,2,1,2,2,1,6,4,6,2,5,5,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_7QefDIVnndHsmFv,,,,,48.44960022,-123.302597,test,,2,6,4,5,2,7,4,3,6,6,7,7,3,3,7,6,6,2,5,6,2,2,7,4,6,4,6,1,6,1,4,4,5,6,2,2,1,6,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_bqQzb2xlt0WWNqR,,,,,48.44960022,-123.302597,test,,4,2,6,5,6,7,4,2,7,1,1,6,5,3,2,6,4,3,5,6,5,4,1,7,4,5,1,7,3,4,3,3,5,1,5,1,3,1,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_51Ipxskmi4hKx6Z,,,,,48.44960022,-123.302597,test,,5,3,6,2,5,6,4,4,1,6,5,7,6,7,5,5,1,5,1,3,4,6,7,3,1,2,6,2,2,4,3,7,1,7,5,1,2,1,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_eWdqUHivZimM3ml,,,,,48.44960022,-123.302597,test,,7,3,4,7,6,3,3,5,5,3,4,5,1,2,7,3,1,4,5,1,5,1,1,1,3,7,1,1,5,4,7,4,7,2,4,5,7,7,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3EHaEjTp62PgroF,,,,,48.44960022,-123.302597,test,,1,3,4,5,5,2,4,1,5,7,3,5,2,6,6,6,6,7,3,3,7,7,4,3,2,2,1,3,2,3,7,5,3,3,6,4,6,5,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_6QmB6Zc3TBtqgZL,,,,,48.44960022,-123.302597,test,,2,3,5,5,3,6,5,7,1,2,2,6,5,5,7,7,3,7,1,6,6,1,5,2,2,1,5,2,1,2,7,7,5,4,7,1,5,7,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_bscAMfGSACgwAFn,,,,,48.44960022,-123.302597,test,,3,3,3,5,6,1,2,3,5,7,3,5,3,5,2,7,5,1,2,2,3,7,6,6,1,1,5,3,4,7,3,7,7,6,7,3,4,5,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_eLFdovfbWD05m6h,,,,,48.44960022,-123.302597,test,,6,4,6,4,7,3,1,7,3,3,5,3,7,1,2,6,6,7,1,6,4,5,6,6,4,4,2,5,1,4,3,2,3,6,3,6,7,2,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3yplZd6WtEiITB3,,,,,48.44960022,-123.302597,test,,6,2,7,6,1,4,6,2,3,1,3,6,4,7,3,4,1,5,3,2,3,2,4,7,2,7,2,3,1,7,6,4,5,7,7,4,3,7,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_bqI6QUryKwmAtaR,,,,,48.44960022,-123.302597,test,,1,7,1,2,3,2,7,7,3,6,5,7,5,3,4,1,3,7,2,4,7,7,7,5,7,2,5,2,3,3,3,1,1,7,5,5,1,6,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_03wuuwT5uOg6m3P,,,,,48.44960022,-123.302597,test,,4,2,6,2,2,6,5,1,1,3,5,4,2,6,1,4,4,1,2,5,2,4,6,3,2,7,3,7,1,1,2,4,6,6,1,2,5,4,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_79fu8PY0UmJcML3,,,,,48.44960022,-123.302597,test,,7,1,3,7,5,5,2,7,6,3,7,3,7,1,7,2,6,5,2,7,1,4,6,6,1,1,2,3,2,1,5,6,7,7,6,4,5,4,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_cNH6wqdFelKsK7b,,,,,48.44960022,-123.302597,test,,1,5,7,1,6,1,7,4,6,7,5,1,3,3,5,5,4,5,5,4,5,1,4,3,5,6,3,1,2,2,2,1,2,4,5,5,4,2,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_dndf1iusvNkccSh,,,,,48.44960022,-123.302597,test,,3,5,6,7,7,5,5,3,1,1,2,2,6,4,7,4,1,2,6,6,3,3,5,4,6,2,2,3,4,4,5,5,6,6,7,1,3,7,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_8xm6bFWjythTJ1H,,,,,48.44960022,-123.302597,test,,6,1,1,2,1,7,5,4,1,3,1,1,4,3,7,3,7,2,2,6,1,4,7,3,6,3,4,5,3,7,5,3,1,2,7,5,3,7,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_6glnHa66yEqBvP7,,,,,48.44960022,-123.302597,test,,4,7,4,7,7,4,1,3,2,2,2,3,6,3,2,2,4,1,1,2,6,2,5,1,1,4,5,2,7,7,5,7,4,7,2,4,6,2,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_8evAm39xJ81zsI5,,,,,48.44960022,-123.302597,test,,6,1,5,3,5,5,3,6,4,1,5,5,5,1,1,5,6,2,1,4,4,5,6,1,1,1,2,2,2,3,2,2,6,3,2,3,3,3,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_ahgICDETTosG9RH,,,,,48.44960022,-123.302597,test,,5,1,4,3,2,2,6,7,2,5,2,2,2,2,6,3,4,1,1,6,5,5,1,3,3,7,1,3,4,5,4,3,4,7,6,4,4,1,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3ViaXD7iv2HguMd,,,,,48.44960022,-123.302597,test,,4,1,7,5,7,3,6,4,4,7,6,4,4,3,6,7,7,2,6,2,1,7,7,7,6,6,5,3,3,3,4,1,6,3,6,6,5,5,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,1,1,2019-07-20 13:35,R_0dZidvpKJjjnQQl,,,,,48.44960022,-123.302597,test,,1,1,3,2,3,7,1,1,6,3,3,6,2,1,1,4,1,5,3,2,1,6,4,5,5,7,2,1,1,1,2,1,5,7,6,1,5,7,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_e4f9WpLPgnlHjRr,,,,,48.44960022,-123.302597,test,,7,1,3,7,5,3,7,3,6,2,6,5,1,5,4,5,7,2,6,6,7,7,1,6,3,1,1,1,2,1,6,3,4,1,2,3,2,6,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_00YRLpxli3YO3oF,,,,,48.44960022,-123.302597,test,,2,3,3,7,4,3,2,6,5,5,1,1,6,1,2,3,6,7,7,5,4,5,1,1,1,2,3,3,7,2,1,3,5,3,2,6,6,7,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_d7443QPS64fA3oF,,,,,48.44960022,-123.302597,test,,6,1,3,3,2,6,7,7,4,5,1,4,7,4,5,4,4,2,3,5,7,5,6,4,2,5,4,6,1,6,6,5,5,5,1,1,2,6,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_ac7vl8JKdYk8qrz,,,,,48.44960022,-123.302597,test,,3,1,6,5,2,2,2,5,3,6,2,2,1,5,4,3,6,6,6,2,1,4,1,3,5,1,6,4,4,4,7,5,2,2,2,3,5,4,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,1,1,2019-07-20 13:35,R_bph7voJJZ0S1QsB,,,,,48.44960022,-123.302597,test,,1,7,3,1,7,2,5,1,3,2,7,4,4,1,3,1,3,3,6,5,7,1,3,2,3,7,7,3,3,4,6,2,6,3,6,6,2,5,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_1TxcPkhtFQfwycR,,,,,48.44960022,-123.302597,test,,7,1,2,4,1,7,5,6,4,6,6,1,7,7,2,6,2,5,4,6,4,6,2,7,6,6,5,4,6,4,2,1,4,7,2,2,1,6,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_6XvgSUHzucu9JNH,,,,,48.44960022,-123.302597,test,,5,3,6,5,3,5,3,7,3,1,4,3,4,2,3,1,7,4,5,2,5,5,1,7,5,5,4,4,6,4,1,3,5,6,5,3,7,7,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_cRXWSs4rO95EEpT,,,,,48.44960022,-123.302597,test,,7,2,2,7,1,2,4,6,2,6,2,2,1,3,3,5,3,1,7,3,7,1,3,5,3,5,1,4,7,4,4,6,5,3,4,2,3,1,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_erqJLwAznLF6qYB,,,,,48.44960022,-123.302597,test,,6,5,6,6,1,4,5,5,7,3,3,7,4,1,6,2,3,1,4,7,2,5,3,2,3,2,7,4,5,1,3,6,2,5,3,6,5,2,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_cLXhWfEFlJUGLAh,,,,,48.44960022,-123.302597,test,,6,5,7,2,5,7,6,2,1,5,5,7,3,2,2,7,5,3,5,1,4,7,7,4,6,5,3,2,6,1,3,6,4,3,6,2,1,4,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_byd8JjJt20GYGLb,,,,,48.44960022,-123.302597,test,,1,2,5,5,5,2,7,3,5,3,1,3,7,2,7,4,3,7,3,6,5,6,7,4,5,7,6,7,2,6,3,2,5,1,6,1,1,1,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3x5MnxeWVMMC56Z,,,,,48.44960022,-123.302597,test,,5,6,2,1,4,3,5,7,6,7,4,2,6,6,1,4,5,5,6,6,6,6,1,5,1,6,5,6,1,4,5,2,7,5,6,6,1,5,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_8BSRuYbNdYkj0gd,,,,,48.44960022,-123.302597,test,,1,2,7,6,7,4,6,3,3,7,5,7,2,6,2,7,2,4,6,1,1,5,1,1,2,7,7,7,5,6,2,2,4,3,4,5,2,7,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_0V6TntoG5P7MyHj,,,,,48.44960022,-123.302597,test,,4,5,7,4,5,5,4,3,7,5,7,7,6,7,4,6,1,3,5,5,5,2,2,1,5,2,3,3,7,4,1,3,4,7,4,7,4,5,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_8vLRhdnsxPuUqPj,,,,,48.44960022,-123.302597,test,,6,5,6,2,2,3,7,4,4,1,7,5,6,3,4,4,2,6,2,5,3,1,3,4,6,6,2,5,1,5,6,5,7,6,2,5,4,7,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_9RLwRt1T7pfR79z,,,,,48.44960022,-123.302597,test,,6,1,6,6,7,4,5,7,7,2,3,7,7,2,7,4,3,1,3,4,7,6,5,1,1,6,5,3,4,4,1,5,7,7,4,7,5,6,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_eKvv6A2Cpp6D3iB,,,,,48.44960022,-123.302597,test,,5,6,2,4,2,2,3,3,2,2,6,5,4,2,5,5,3,6,6,5,1,6,5,1,3,1,3,3,5,6,7,3,6,7,3,4,2,7,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_bBjCODsqIBe6nid,,,,,48.44960022,-123.302597,test,,4,1,6,1,5,4,1,3,3,1,3,2,5,5,4,1,3,6,3,2,7,3,6,6,1,7,6,4,4,3,1,1,7,5,1,5,6,4,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_bNkn8r9uBVdgXel,,,,,48.44960022,-123.302597,test,,7,3,4,3,7,3,1,7,2,1,4,5,1,1,3,2,5,1,2,5,6,3,3,6,1,6,3,5,4,4,1,2,2,5,7,2,2,6,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_cNjW7wd7zdMlISp,,,,,48.44960022,-123.302597,test,,5,2,1,6,3,5,2,1,4,2,7,2,1,2,3,2,1,3,4,6,4,6,5,6,1,4,4,1,6,7,2,6,1,6,5,7,2,4,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_2fWlo9TnWohgaxv,,,,,48.44960022,-123.302597,test,,2,4,5,1,3,1,2,1,5,5,7,5,6,6,4,3,3,6,5,4,5,3,5,5,4,4,5,6,4,5,2,1,6,7,2,5,3,4,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_0wTbSNmSPTdsR4V,,,,,48.44960022,-123.302597,test,,5,3,6,7,3,3,6,6,7,6,3,6,1,5,1,1,7,7,3,2,1,1,4,4,6,3,5,4,2,1,6,1,5,5,7,4,2,6,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_0V4iRqbzxZmuC2N,,,,,48.44960022,-123.302597,test,,3,5,6,3,4,6,1,6,7,2,3,6,7,6,3,2,7,1,5,6,6,5,3,7,7,1,6,6,7,4,2,2,1,6,5,7,1,7,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3mdrFlV0Guv3UXj,,,,,48.44960022,-123.302597,test,,3,3,5,6,1,7,6,5,4,6,5,5,3,6,4,7,4,5,6,2,7,3,4,4,4,6,1,5,1,2,5,4,5,7,3,6,3,3,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_9LWvwX1LfJZtjsV,,,,,48.44960022,-123.302597,test,,7,6,5,7,1,4,2,4,5,7,5,4,6,7,6,7,1,1,5,1,1,6,6,1,6,2,1,4,4,4,4,2,7,3,7,7,1,5,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_5jtMEHVAacPXq4t,,,,,48.44960022,-123.302597,test,,4,1,2,1,7,6,7,1,7,4,6,7,3,1,4,6,3,1,7,6,6,1,6,7,4,5,5,3,2,7,3,6,5,5,3,6,5,7,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_1MkOeYjptGTTfdX,,,,,48.44960022,-123.302597,test,,6,5,5,2,1,6,3,3,5,6,6,5,3,5,3,2,7,7,5,5,4,6,6,7,5,7,7,6,2,2,3,6,3,2,2,2,2,5,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3mziJrJ97oDctRX,,,,,48.44960022,-123.302597,test,,2,4,6,2,1,4,2,3,5,2,7,1,6,2,3,5,7,3,7,6,4,4,4,2,6,7,1,1,6,2,3,2,7,2,5,2,6,5,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_2hHvLnerQWlkajz,,,,,48.44960022,-123.302597,test,,5,2,4,3,7,4,2,6,4,7,5,4,1,4,7,1,6,6,5,3,7,6,5,2,5,1,5,5,7,5,5,6,2,1,7,2,5,3,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_b7AHnw9RtpbL9Vb,,,,,48.44960022,-123.302597,test,,6,5,4,3,7,2,2,2,7,3,4,2,4,4,6,6,2,3,3,3,2,3,1,7,7,7,7,3,1,7,2,5,1,7,5,3,5,5,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_9n6oW4ZIiSLBpsx,,,,,48.44960022,-123.302597,test,,7,3,3,6,2,1,4,1,5,5,5,4,2,6,7,1,3,4,1,2,7,2,4,1,3,3,3,2,7,1,3,6,4,2,4,6,1,3,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_1UnHR8YwdVqIKjz,,,,,48.44960022,-123.302597,test,,3,7,7,5,7,2,3,3,5,5,3,5,7,1,4,5,5,1,3,5,5,3,5,7,1,4,6,7,5,4,4,6,5,1,6,7,7,2,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_2h16unNW1iyZG85,,,,,48.44960022,-123.302597,test,,7,6,1,3,5,2,5,6,7,6,1,5,4,7,1,4,5,1,5,1,7,3,1,7,5,6,6,6,4,6,3,2,2,7,6,1,1,4,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_0pKVFMZUSVU8aJD,,,,,48.44960022,-123.302597,test,,1,2,4,5,6,1,1,1,5,6,4,4,5,7,3,4,7,2,1,7,1,5,5,2,6,2,7,3,3,5,4,4,3,2,6,4,2,2,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_6flYQl0L3KEztit,,,,,48.44960022,-123.302597,test,,4,2,4,3,3,4,7,7,2,6,4,3,3,4,2,3,5,3,1,3,7,3,6,1,3,5,7,3,1,1,6,3,3,7,4,1,7,2,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_bJzxICpsk1TKmnb,,,,,48.44960022,-123.302597,test,,7,1,7,7,3,5,1,5,2,2,6,5,5,4,4,2,2,2,4,1,6,7,6,3,6,2,1,2,6,5,3,7,1,3,7,4,4,3,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_b94EnKG1LSXS05v,,,,,48.44960022,-123.302597,test,,1,1,1,3,3,1,4,6,5,4,5,6,4,1,2,1,5,3,6,7,7,5,7,4,7,3,5,4,6,1,3,6,4,5,6,5,5,6,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_23Pm6R4M5PkOGrj,,,,,48.44960022,-123.302597,test,,4,5,3,6,5,5,7,3,5,4,3,2,2,6,3,2,6,2,7,2,4,4,3,4,5,5,2,7,7,6,3,1,6,1,5,3,5,7,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_0CHxllMQIQKY7C5,,,,,48.44960022,-123.302597,test,,7,4,2,5,1,7,7,2,1,4,4,6,7,2,2,3,6,3,7,3,1,5,6,2,7,6,7,2,2,4,4,3,5,7,3,7,1,4,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_ac6qMPxUETuuPRz,,,,,48.44960022,-123.302597,test,,5,2,7,6,7,6,6,3,2,2,3,5,1,5,2,3,4,7,2,4,6,6,6,4,5,6,2,5,2,2,7,1,7,5,5,5,3,6,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_5naKRAMVMb26Fh3,,,,,48.44960022,-123.302597,test,,1,7,1,7,6,5,7,2,2,3,7,4,7,6,7,1,7,3,7,6,2,3,3,7,1,4,7,4,1,3,7,2,2,4,7,2,1,1,4
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_dpy9ms8nASUNjbD,,,,,48.44960022,-123.302597,test,,5,6,2,7,7,7,4,2,2,2,4,4,1,2,2,1,1,2,4,6,7,3,3,7,3,7,7,6,3,2,3,2,3,4,1,7,1,4,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_6DqMT77V40XjyvP,,,,,48.44960022,-123.302597,test,,4,1,4,6,1,5,2,2,5,2,3,6,4,2,2,3,3,6,5,3,4,1,1,7,5,6,6,1,3,1,5,3,5,7,5,3,6,4,5
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_d4qQbJ3yi67L4gJ,,,,,48.44960022,-123.302597,test,,2,6,1,5,2,4,3,4,1,4,1,4,4,7,6,6,1,1,2,2,6,3,6,5,3,1,5,6,3,4,5,4,2,6,7,3,1,5,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_aeByZjMhB1SOKrz,,,,,48.44960022,-123.302597,test,,6,1,2,3,1,7,2,6,6,7,6,2,2,1,5,4,4,6,1,5,5,5,6,4,4,6,6,1,2,5,5,6,1,3,5,4,1,1,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_cTJ3ivUwPnseQMR,,,,,48.44960022,-123.302597,test,,7,7,3,4,5,2,3,2,2,4,4,5,3,4,3,5,7,4,1,5,3,1,7,2,3,6,2,7,2,1,3,7,4,7,6,3,3,4,6
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_02P3qwGPMPbIJb7,,,,,48.44960022,-123.302597,test,,1,6,7,5,5,2,1,5,2,3,2,4,6,4,2,5,1,7,6,6,1,3,6,4,6,7,7,2,4,2,1,7,1,5,5,6,5,6,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_e4GUGxI6usmrLU1,,,,,48.44960022,-123.302597,test,,3,2,7,5,1,3,7,2,7,4,4,1,1,3,6,1,2,7,7,1,6,2,4,7,2,6,1,3,4,4,6,7,1,7,7,7,6,7,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_d76Pzg1122B9UBT,,,,,48.44960022,-123.302597,test,,2,3,2,6,1,2,7,2,1,5,7,5,6,2,1,5,7,6,5,2,6,7,7,5,1,4,7,3,4,3,2,7,6,7,4,2,5,3,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_8A0dDCmeWIYGaSF,,,,,48.44960022,-123.302597,test,,3,5,5,1,6,6,2,4,6,1,4,7,6,6,6,6,2,2,5,1,3,6,6,3,7,7,1,3,5,7,6,3,4,4,7,2,3,4,1
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_5zrODm0srfd13xz,,,,,48.44960022,-123.302597,test,,7,3,7,3,6,7,1,2,6,5,2,4,3,4,6,2,5,3,6,1,6,3,1,7,4,5,6,5,7,2,3,7,7,7,4,1,2,3,3
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_7Uku3Cf8ggjQ1hz,,,,,48.44960022,-123.302597,test,,2,5,1,1,1,5,1,2,6,2,5,2,3,1,7,3,1,6,7,5,3,1,6,5,4,2,6,2,5,2,6,2,7,7,2,1,3,1,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_bJWWMauR22nvr4V,,,,,48.44960022,-123.302597,test,,3,6,7,3,2,3,3,2,7,7,5,4,6,4,3,1,7,6,7,3,2,2,6,5,6,4,3,1,1,6,1,1,3,4,5,5,2,5,2
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_3rd5WMtT3845oJT,,,,,48.44960022,-123.302597,test,,5,2,3,6,3,1,1,5,5,5,6,4,3,1,6,2,5,5,6,5,7,5,1,7,5,2,6,3,6,2,7,5,3,7,7,6,1,5,7
2019-07-20 13:35,2019-07-20 13:35,2,,100,0,1,2019-07-20 13:35,R_8vQK33Vmh1sJh4x,,,,,48.44960022,-123.302597,test,,1,1,6,2,7,4,5,2,3,2,2,2,7,7,5,1,6,5,1,2,7,1,5,1,7,7,2,1,2,2,1,3,2,1,7,1,5,5,6
